School ID,School ID,Network,Total,White No,White Pct,African American No,African American Pct,"Asian/
Pacific Islander No","Asian/
Pacific Islander Pct","Native American/
Alaskan No","Native American/
Alaskan Pct",Hispanic No,Hispanic Pct,Mulit-Racial No,Mulit-Racial Pct,Asian No,Asian Pct,"Hawaiian/
Pacific Islander No","Hawaiian/
Pacific Islander Pct","Not 
Available No","Not 
Available Pct"
610281, POWELL , Network 12 ,  548 ,  - ,0.0%,  522 ,95.3%,  - ,0.0%,  - ,0.0%,  20 ,3.6%,  5 ,0.9%,  - ,0.0%,  - ,0.0%,  1 ,0.2%
610136, PRESCOTT , Network 4 ,  415 ,  163 ,39.3%,  55 ,13.3%,  - ,0.0%,  2 ,0.5%,  123 ,29.6%,  24 ,5.8%,  48 ,11.6%,  - ,0.0%,  - ,0.0%
610533, PRIETO , Network 3 ,  751 ,  3 ,0.4%,  27 ,3.6%,  - ,0.0%,  1 ,0.1%,  718 ,95.6%,  - ,0.0%,  2 ,0.3%,  - ,0.0%,  - ,0.0%
610229, PRITZKER , Network 6 ,  653 ,  250 ,38.3%,  128 ,19.6%,  - ,0.0%,  3 ,0.5%,  157 ,24.0%,  67 ,10.3%,  47 ,7.2%,  1 ,0.2%,  - ,0.0%
609679, PROSSER HS , Network 15 ,"  1,170 ",  19 ,1.6%,  254 ,21.7%,  - ,0.0%,  3 ,0.3%,  887 ,75.8%,  3 ,0.3%,  2 ,0.2%,  1 ,0.1%,  1 ,0.1%
400071, PROVIDENCE ENGLEWOOD , Charter ,  446 ,  1 ,0.2%,  422 ,94.6%,  - ,0.0%,  - ,0.0%,  18 ,4.0%,  - ,0.0%,  - ,0.0%,  1 ,0.2%,  4 ,0.9%
610137, PRUSSING , Network 1 ,  661 ,  261 ,39.5%,  17 ,2.6%,  - ,0.0%,  3 ,0.5%,  323 ,48.9%,  15 ,2.3%,  38 ,5.7%,  1 ,0.2%,  3 ,0.5%
610138, PULASKI , Network 6 ,  840 ,  303 ,36.1%,  13 ,1.5%,  - ,0.0%,  4 ,0.5%,  427 ,50.8%,  59 ,7.0%,  34 ,4.0%,  - ,0.0%,  - ,0.0%
610139, PULLMAN , Network 13 ,  314 ,  2 ,0.6%,  250 ,79.6%,  - ,0.0%,  - ,0.0%,  60 ,19.1%,  2 ,0.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610334, RABY HS , Network 15 ,  149 ,  2 ,1.3%,  130 ,87.2%,  - ,0.0%,  1 ,0.7%,  16 ,10.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609941, RANDOLPH , Network 11 ,  294 ,  1 ,0.3%,  242 ,82.3%,  - ,0.0%,  - ,0.0%,  49 ,16.7%,  2 ,0.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610141, RAVENSWOOD , Network 2 ,  505 ,  242 ,47.9%,  42 ,8.3%,  - ,0.0%,  - ,0.0%,  143 ,28.3%,  53 ,10.5%,  24 ,4.8%,  1 ,0.2%,  - ,0.0%
610142, RAY , Network 9 ,  612 ,  71 ,11.6%,  363 ,59.3%,  - ,0.0%,  3 ,0.5%,  111 ,18.1%,  21 ,3.4%,  31 ,5.1%,  2 ,0.3%,  10 ,1.6%
610143, REAVIS , Network 9 ,  272 ,  - ,0.0%,  269 ,98.9%,  - ,0.0%,  - ,0.0%,  1 ,0.4%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  1 ,0.4%
610144, REILLY , Network 4 ,  527 ,  12 ,2.3%,  12 ,2.3%,  - ,0.0%,  - ,0.0%,  490 ,93.0%,  3 ,0.6%,  10 ,1.9%,  - ,0.0%,  - ,0.0%
610145, REINBERG , Network 1 ,  776 ,  114 ,14.7%,  33 ,4.3%,  - ,0.0%,  6 ,0.8%,  587 ,75.6%,  8 ,1.0%,  24 ,3.1%,  1 ,0.1%,  3 ,0.4%
610146, REVERE , Network 12 ,  194 ,  - ,0.0%,  191 ,98.5%,  - ,0.0%,  - ,0.0%,  3 ,1.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609682, RICHARDS HS , Network 16 ,  278 ,  1 ,0.4%,  93 ,33.5%,  - ,0.0%,  2 ,0.7%,  167 ,60.1%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  15 ,5.4%
610588, RICHARDSON , Network 10 ,  841 ,  5 ,0.6%,  11 ,1.3%,  - ,0.0%,  - ,0.0%,  823 ,97.9%,  1 ,0.1%,  1 ,0.1%,  - ,0.0%,  - ,0.0%
610390, RICKOVER MILITARY HS , ISP ,  506 ,  69 ,13.6%,  15 ,3.0%,  - ,0.0%,  - ,0.0%,  403 ,79.6%,  8 ,1.6%,  10 ,2.0%,  1 ,0.2%,  - ,0.0%
610256, ROBINSON , Network 9 ,  113 ,  1 ,0.9%,  105 ,92.9%,  - ,0.0%,  - ,0.0%,  4 ,3.5%,  1 ,0.9%,  - ,0.0%,  - ,0.0%,  2 ,1.8%
610147, ROGERS , ISP ,  721 ,  136 ,18.9%,  135 ,18.7%,  - ,0.0%,  2 ,0.3%,  254 ,35.2%,  35 ,4.9%,  158 ,21.9%,  1 ,0.1%,  - ,0.0%
609728, ROOSEVELT HS , Network 14 ,"  1,084 ",  51 ,4.7%,  75 ,6.9%,  - ,0.0%,  3 ,0.3%,  845 ,78.0%,  8 ,0.7%,  89 ,8.2%,  1 ,0.1%,  12 ,1.1%
400096, ROWE , Charter ,  703 ,  12 ,1.7%,  172 ,24.5%,  - ,0.0%,  1 ,0.1%,  473 ,67.3%,  1 ,0.1%,  - ,0.0%,  1 ,0.1%,  43 ,6.1%
610308, RUDOLPH , Network 6 ,  99 ,  5 ,5.1%,  42 ,42.4%,  - ,0.0%,  - ,0.0%,  47 ,47.5%,  2 ,2.0%,  3 ,3.0%,  - ,0.0%,  - ,0.0%
610152, RUGGLES , Network 12 ,  319 ,  1 ,0.3%,  308 ,96.6%,  - ,0.0%,  - ,0.0%,  8 ,2.5%,  - ,0.0%,  2 ,0.6%,  - ,0.0%,  - ,0.0%
610125, RUIZ , Network 7 ,  441 ,  8 ,1.8%,  9 ,2.0%,  - ,0.0%,  - ,0.0%,  417 ,94.6%,  - ,0.0%,  2 ,0.5%,  2 ,0.5%,  3 ,0.7%
610153, RYDER , Network 11 ,  359 ,  2 ,0.6%,  341 ,95.0%,  - ,0.0%,  1 ,0.3%,  12 ,3.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  3 ,0.8%
610342, SABIN , Network 6 ,  351 ,  10 ,2.8%,  73 ,20.8%,  - ,0.0%,  1 ,0.3%,  264 ,75.2%,  3 ,0.9%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610586, SADLOWSKI , Network 13 ,  660 ,  18 ,2.7%,  35 ,5.3%,  - ,0.0%,  - ,0.0%,  603 ,91.4%,  2 ,0.3%,  2 ,0.3%,  - ,0.0%,  - ,0.0%
610572, SAFE ACHIEVE ES , Options ,  2 ,  - ,0.0%,  1 ,50.0%,  - ,0.0%,  - ,0.0%,  1 ,50.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610573, SAFE ACHIEVE HS , Options ,  27 ,  1 ,3.7%,  18 ,66.7%,  - ,0.0%,  - ,0.0%,  7 ,25.9%,  1 ,3.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610250, SALAZAR , ISP ,  370 ,  2 ,0.5%,  58 ,15.7%,  - ,0.0%,  4 ,1.1%,  299 ,80.8%,  2 ,0.5%,  5 ,1.4%,  - ,0.0%,  - ,0.0%
610226, SANDOVAL , ISP ,  723 ,  10 ,1.4%,  12 ,1.7%,  - ,0.0%,  7 ,1.0%,  694 ,96.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610017, SAUCEDO , Network 7 ,  852 ,  2 ,0.2%,  46 ,5.4%,  - ,0.0%,  1 ,0.1%,  803 ,94.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610155, SAUGANASH , Network 1 ,  663 ,  326 ,49.2%,  10 ,1.5%,  - ,0.0%,  1 ,0.2%,  141 ,21.3%,  44 ,6.6%,  139 ,21.0%,  1 ,0.2%,  1 ,0.2%
610157, SAWYER , Network 8 ,  924 ,  14 ,1.5%,  2 ,0.2%,  - ,0.0%,  6 ,0.6%,  896 ,97.0%,  4 ,0.4%,  2 ,0.2%,  - ,0.0%,  - ,0.0%
610158, SAYRE , Network 3 ,  400 ,  35 ,8.8%,  150 ,37.5%,  - ,0.0%,  1 ,0.3%,  200 ,50.0%,  12 ,3.0%,  1 ,0.3%,  1 ,0.3%,  - ,0.0%
610159, SCAMMON , Network 1 ,  627 ,  43 ,6.9%,  24 ,3.8%,  - ,0.0%,  - ,0.0%,  547 ,87.2%,  4 ,0.6%,  9 ,1.4%,  - ,0.0%,  - ,0.0%
610178, SCHMID , Network 12 ,  178 ,  1 ,0.6%,  169 ,94.9%,  - ,0.0%,  - ,0.0%,  8 ,4.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610165, SCHUBERT , Network 3 ,  555 ,  10 ,1.8%,  9 ,1.6%,  - ,0.0%,  2 ,0.4%,  532 ,95.9%,  2 ,0.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609729, SCHURZ HS , Network 14 ,"  1,217 ",  55 ,4.5%,  102 ,8.4%,  - ,0.0%,  12 ,1.0%,"  1,014 ",83.3%,  11 ,0.9%,  21 ,1.7%,  1 ,0.1%,  1 ,0.1%
609730, SENN HS , Network 14 ,"  1,453 ",  270 ,18.6%,  371 ,25.5%,  - ,0.0%,  10 ,0.7%,  585 ,40.3%,  34 ,2.3%,  180 ,12.4%,  2 ,0.1%,  1 ,0.1%
610167, SEWARD , Network 8 ,  413 ,  6 ,1.5%,  8 ,1.9%,  - ,0.0%,  3 ,0.7%,  395 ,95.6%,  1 ,0.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610081, SHERIDAN , ISP ,  532 ,  46 ,8.6%,  66 ,12.4%,  - ,0.0%,  - ,0.0%,  111 ,20.9%,  16 ,3.0%,  293 ,55.1%,  - ,0.0%,  - ,0.0%
610172, SHERMAN , Network 8 ,  207 ,  - ,0.0%,  168 ,81.2%,  - ,0.0%,  - ,0.0%,  38 ,18.4%,  1 ,0.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610173, SHERWOOD , ISP ,  211 ,  - ,0.0%,  194 ,91.9%,  - ,0.0%,  - ,0.0%,  14 ,6.6%,  3 ,1.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610174, SHIELDS , Network 8 ,  483 ,  8 ,1.7%,  7 ,1.4%,  - ,0.0%,  1 ,0.2%,  464 ,96.1%,  1 ,0.2%,  2 ,0.4%,  - ,0.0%,  - ,0.0%
610559, SHIELDS MIDDLE , ISP ,  373 ,  2 ,0.5%,  10 ,2.7%,  - ,0.0%,  - ,0.0%,  359 ,96.2%,  2 ,0.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610175, SHOESMITH , Network 9 ,  327 ,  14 ,4.3%,  248 ,75.8%,  - ,0.0%,  - ,0.0%,  45 ,13.8%,  14 ,4.3%,  5 ,1.5%,  - ,0.0%,  1 ,0.3%
610176, SHOOP , Network 13 ,  416 ,  2 ,0.5%,  400 ,96.2%,  - ,0.0%,  1 ,0.2%,  8 ,1.9%,  5 ,1.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609692, SIMEON HS , Network 17 ,"  1,077 ",  1 ,0.1%,"  1,056 ",98.1%,  - ,0.0%,  2 ,0.2%,  11 ,1.0%,  5 ,0.5%,  - ,0.0%,  - ,0.0%,  2 ,0.2%
609750, SIMPSON HS , Options ,  22 ,  - ,0.0%,  15 ,68.2%,  - ,0.0%,  - ,0.0%,  7 ,31.8%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610177, SKINNER , Network 6 ,"  1,049 ",  265 ,25.3%,  257 ,24.5%,  - ,0.0%,  10 ,1.0%,  126 ,12.0%,  65 ,6.2%,  314 ,29.9%,  3 ,0.3%,  9 ,0.9%
610534, SKINNER NORTH , Network 4 ,  512 ,  137 ,26.8%,  26 ,5.1%,  - ,0.0%,  4 ,0.8%,  37 ,7.2%,  57 ,11.1%,  250 ,48.8%,  1 ,0.2%,  - ,0.0%
609978, SMITH , Network 13 ,  363 ,  - ,0.0%,  348 ,95.9%,  - ,0.0%,  1 ,0.3%,  13 ,3.6%,  1 ,0.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610179, SMYSER , Network 1 ,  753 ,  189 ,25.1%,  26 ,3.5%,  - ,0.0%,  4 ,0.5%,  476 ,63.2%,  6 ,0.8%,  43 ,5.7%,  - ,0.0%,  9 ,1.2%
610180, SMYTH , Network 6 ,  370 ,  3 ,0.8%,  351 ,94.9%,  - ,0.0%,  - ,0.0%,  13 ,3.5%,  3 ,0.8%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610383, SOCIAL JUSTICE HS , Network 15 ,  302 ,  2 ,0.7%,  57 ,18.9%,  - ,0.0%,  - ,0.0%,  242 ,80.1%,  - ,0.0%,  1 ,0.3%,  - ,0.0%,  - ,0.0%
610182, SOLOMON , Network 1 ,  340 ,  150 ,44.1%,  23 ,6.8%,  - ,0.0%,  1 ,0.3%,  51 ,15.0%,  10 ,2.9%,  105 ,30.9%,  - ,0.0%,  - ,0.0%
610543, SOLORIO HS , Network 15 ,"  1,230 ",  12 ,1.0%,  14 ,1.1%,  - ,0.0%,  5 ,0.4%,"  1,191 ",96.8%,  2 ,0.2%,  6 ,0.5%,  - ,0.0%,  - ,0.0%
610589, SOR JUANA , Network 8 ,  489 ,  29 ,5.9%,  15 ,3.1%,  - ,0.0%,  1 ,0.2%,  441 ,90.2%,  2 ,0.4%,  1 ,0.2%,  - ,0.0%,  - ,0.0%
609990, SOUTH LOOP , ISP ,  839 ,  248 ,29.6%,  286 ,34.1%,  - ,0.0%,  3 ,0.4%,  129 ,15.4%,  70 ,8.3%,  102 ,12.2%,  1 ,0.1%,  - ,0.0%
610530, SOUTH SHORE ES , Network 12 ,  241 ,  - ,0.0%,  227 ,94.2%,  - ,0.0%,  - ,0.0%,  12 ,5.0%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  1 ,0.4%
610547, SOUTH SHORE INTL HS , Network 17 ,  565 ,  1 ,0.2%,  542 ,95.9%,  - ,0.0%,  1 ,0.2%,  19 ,3.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  2 ,0.4%
609745, SOUTHSIDE HS , ISP ,  370 ,  12 ,3.2%,  221 ,59.7%,  - ,0.0%,  - ,0.0%,  136 ,36.8%,  1 ,0.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610183, SPENCER , Network 3 ,  387 ,  3 ,0.8%,  323 ,83.5%,  - ,0.0%,  3 ,0.8%,  48 ,12.4%,  - ,0.0%,  - ,0.0%,  3 ,0.8%,  7 ,1.8%
610184, SPRY ES , Network 7 ,  303 ,  3 ,1.0%,  9 ,3.0%,  - ,0.0%,  - ,0.0%,  291 ,96.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610357, SPRY HS , Network 16 ,  62 ,  - ,0.0%,  - ,0.0%,  - ,0.0%,  1 ,1.6%,  60 ,96.8%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  1 ,1.6%
610339, STAGG , Network 11 ,  389 ,  - ,0.0%,  351 ,90.2%,  - ,0.0%,  1 ,0.3%,  32 ,8.2%,  2 ,0.5%,  3 ,0.8%,  - ,0.0%,  - ,0.0%
609732, STEINMETZ HS , Network 14 ,"  1,158 ",  83 ,7.2%,  182 ,15.7%,  - ,0.0%,  5 ,0.4%,  877 ,75.7%,  2 ,0.2%,  6 ,0.5%,  3 ,0.3%,  - ,0.0%
610548, STEM , ISP ,  403 ,  24 ,6.0%,  154 ,38.2%,  - ,0.0%,  2 ,0.5%,  74 ,18.4%,  11 ,2.7%,  138 ,34.2%,  - ,0.0%,  - ,0.0%
610185, STEVENSON , Network 10 ,"  1,161 ",  34 ,2.9%,  63 ,5.4%,  - ,0.0%,  1 ,0.1%,"  1,043 ",89.8%,  10 ,0.9%,  10 ,0.9%,  - ,0.0%,  - ,0.0%
610163, STOCK , Network 1 ,  212 ,  128 ,60.4%,  3 ,1.4%,  - ,0.0%,  - ,0.0%,  58 ,27.4%,  7 ,3.3%,  14 ,6.6%,  - ,0.0%,  2 ,0.9%
610191, STONE , Network 2 ,  554 ,  131 ,23.6%,  128 ,23.1%,  - ,0.0%,  3 ,0.5%,  66 ,11.9%,  25 ,4.5%,  200 ,36.1%,  1 ,0.2%,  - ,0.0%
610192, STOWE , Network 5 ,  511 ,  9 ,1.8%,  47 ,9.2%,  - ,0.0%,  2 ,0.4%,  446 ,87.3%,  2 ,0.4%,  5 ,1.0%,  - ,0.0%,  - ,0.0%
610405, SUDER , Network 6 ,  463 ,  92 ,19.9%,  245 ,52.9%,  - ,0.0%,  1 ,0.2%,  75 ,16.2%,  30 ,6.5%,  16 ,3.5%,  4 ,0.9%,  - ,0.0%
609733, SULLIVAN HS , Network 14 ,  723 ,  109 ,15.1%,  223 ,30.8%,  - ,0.0%,  2 ,0.3%,  300 ,41.5%,  13 ,1.8%,  71 ,9.8%,  1 ,0.1%,  4 ,0.6%
610194, SUMNER , Network 5 ,  203 ,  1 ,0.5%,  199 ,98.0%,  - ,0.0%,  - ,0.0%,  3 ,1.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610195, SUTHERLAND , Network 10 ,  629 ,  171 ,27.2%,  360 ,57.2%,  - ,0.0%,  - ,0.0%,  67 ,10.7%,  29 ,4.6%,  2 ,0.3%,  - ,0.0%,  - ,0.0%
610196, SWIFT , Network 2 ,  602 ,  82 ,13.6%,  136 ,22.6%,  - ,0.0%,  1 ,0.2%,  224 ,37.2%,  14 ,2.3%,  142 ,23.6%,  3 ,0.5%,  - ,0.0%
609734, TAFT HS , Network 14 ,"  4,228 ","  1,759 ",41.6%,  116 ,2.7%,  - ,0.0%,  10 ,0.2%,"  1,855 ",43.9%,  89 ,2.1%,  298 ,7.0%,  26 ,0.6%,  75 ,1.8%
610197, TALCOTT , Network 6 ,  465 ,  45 ,9.7%,  22 ,4.7%,  - ,0.0%,  1 ,0.2%,  386 ,83.0%,  8 ,1.7%,  2 ,0.4%,  - ,0.0%,  1 ,0.2%
610249, TALMAN , ISP ,  347 ,  7 ,2.0%,  5 ,1.4%,  - ,0.0%,  1 ,0.3%,  331 ,95.4%,  1 ,0.3%,  1 ,0.3%,  - ,0.0%,  1 ,0.3%
610279, TANNER , Network 12 ,  250 ,  - ,0.0%,  240 ,96.0%,  - ,0.0%,  - ,0.0%,  9 ,3.6%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610396, TARKINGTON , Network 10 ,  854 ,  5 ,0.6%,  153 ,17.9%,  - ,0.0%,  1 ,0.1%,  691 ,80.9%,  1 ,0.1%,  3 ,0.4%,  - ,0.0%,  - ,0.0%
610198, TAYLOR , Network 13 ,  324 ,  30 ,9.3%,  34 ,10.5%,  - ,0.0%,  1 ,0.3%,  259 ,79.9%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609921, TELPOCHCALLI , Network 7 ,  226 ,  11 ,4.9%,  7 ,3.1%,  - ,0.0%,  - ,0.0%,  205 ,90.7%,  2 ,0.9%,  - ,0.0%,  1 ,0.4%,  - ,0.0%
610504, THOMAS , ISP ,  128 ,  7 ,5.5%,  3 ,2.3%,  - ,0.0%,  - ,0.0%,  100 ,78.1%,  3 ,2.3%,  15 ,11.7%,  - ,0.0%,  - ,0.0%
610200, THORP J , Network 12 ,  323 ,  2 ,0.6%,  259 ,80.2%,  - ,0.0%,  1 ,0.3%,  60 ,18.6%,  1 ,0.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610201, THORP O , ISP ,  823 ,  233 ,28.3%,  59 ,7.2%,  - ,0.0%,  2 ,0.2%,  464 ,56.4%,  33 ,4.0%,  28 ,3.4%,  2 ,0.2%,  2 ,0.2%
609735, TILDEN HS , Network 16 ,  223 ,  23 ,10.3%,  88 ,39.5%,  - ,0.0%,  - ,0.0%,  100 ,44.8%,  2 ,0.9%,  4 ,1.8%,  1 ,0.4%,  5 ,2.2%
610065, TILL , Network 9 ,  329 ,  - ,0.0%,  319 ,97.0%,  - ,0.0%,  1 ,0.3%,  7 ,2.1%,  2 ,0.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610202, TILTON , Network 5 ,  239 ,  1 ,0.4%,  215 ,90.0%,  - ,0.0%,  1 ,0.4%,  22 ,9.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609773, TUBMAN , Network 4 ,  279 ,  105 ,37.6%,  56 ,20.1%,  - ,0.0%,  1 ,0.4%,  83 ,29.7%,  22 ,7.9%,  12 ,4.3%,  - ,0.0%,  - ,0.0%
609895, TURNER-DREW , ISP ,  193 ,  - ,0.0%,  190 ,98.4%,  - ,0.0%,  - ,0.0%,  3 ,1.6%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610206, TWAIN , Network 10 ,  870 ,  61 ,7.0%,  16 ,1.8%,  - ,0.0%,  - ,0.0%,  787 ,90.5%,  - ,0.0%,  5 ,0.6%,  1 ,0.1%,  - ,0.0%
400075, U OF C - DONOGHUE , Charter ,  500 ,  1 ,0.2%,  473 ,94.6%,  - ,0.0%,  1 ,0.2%,  16 ,3.2%,  3 ,0.6%,  - ,0.0%,  - ,0.0%,  6 ,1.2%
400076, U OF C - NKO , Charter ,  305 ,  5 ,1.6%,  290 ,95.1%,  - ,0.0%,  1 ,0.3%,  6 ,2.0%,  3 ,1.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
400077, U OF C - WOODLAWN HS , Charter ,  607 ,  1 ,0.2%,  589 ,97.0%,  - ,0.0%,  1 ,0.2%,  10 ,1.6%,  2 ,0.3%,  - ,0.0%,  - ,0.0%,  4 ,0.7%
610394, UPLIFT HS , Network 14 ,  161 ,  7 ,4.3%,  93 ,57.8%,  - ,0.0%,  - ,0.0%,  52 ,32.3%,  2 ,1.2%,  5 ,3.1%,  - ,0.0%,  2 ,1.2%
400105, URBAN PREP - BRONZEVILLE HS , Charter ,  164 ,  - ,0.0%,  158 ,96.3%,  - ,0.0%,  - ,0.0%,  4 ,2.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  2 ,1.2%
400086, URBAN PREP - ENGLEWOOD HS , Charter ,  93 ,  - ,0.0%,  90 ,96.8%,  - ,0.0%,  - ,0.0%,  3 ,3.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610207, VANDERPOEL , Network 10 ,  239 ,  - ,0.0%,  234 ,97.9%,  - ,0.0%,  - ,0.0%,  2 ,0.8%,  3 ,1.3%,  - ,0.0%,  - ,0.0%,  - ,0.0%
609766, VAUGHN HS , Network 14 ,  214 ,  33 ,15.4%,  38 ,17.8%,  - ,0.0%,  1 ,0.5%,  130 ,60.7%,  2 ,0.9%,  7 ,3.3%,  1 ,0.5%,  2 ,0.9%
609871, VICK , Network 10 ,  420 ,  162 ,38.6%,  83 ,19.8%,  - ,0.0%,  - ,0.0%,  156 ,37.1%,  16 ,3.8%,  1 ,0.2%,  - ,0.0%,  2 ,0.5%
610209, VOLTA , Network 1 ,  742 ,  47 ,6.3%,  23 ,3.1%,  - ,0.0%,  - ,0.0%,  476 ,64.2%,  13 ,1.8%,  183 ,24.7%,  - ,0.0%,  - ,0.0%
610039, VON LINNE , Network 4 ,  676 ,  121 ,17.9%,  24 ,3.6%,  - ,0.0%,  3 ,0.4%,  487 ,72.0%,  29 ,4.3%,  6 ,0.9%,  3 ,0.4%,  3 ,0.4%
609737, VON STEUBEN HS , Network 14 ,"  1,670 ",  281 ,16.8%,  161 ,9.6%,  - ,0.0%,  6 ,0.4%,  926 ,55.4%,  30 ,1.8%,  243 ,14.6%,  17 ,1.0%,  6 ,0.4%
610366, WACKER , ISP ,  220 ,  - ,0.0%,  212 ,96.4%,  - ,0.0%,  - ,0.0%,  5 ,2.3%,  3 ,1.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610213, WADSWORTH , Network 9 ,  475 ,  - ,0.0%,  448 ,94.3%,  - ,0.0%,  - ,0.0%,  22 ,4.6%,  5 ,1.1%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610216, WALSH , Network 7 ,  250 ,  7 ,2.8%,  54 ,21.6%,  - ,0.0%,  - ,0.0%,  170 ,68.0%,  4 ,1.6%,  15 ,6.0%,  - ,0.0%,  - ,0.0%
610217, WARD J , Network 6 ,  500 ,  23 ,4.6%,  36 ,7.2%,  - ,0.0%,  1 ,0.2%,  48 ,9.6%,  5 ,1.0%,  386 ,77.2%,  - ,0.0%,  1 ,0.2%
610133, WARD L , Network 5 ,  258 ,  - ,0.0%,  201 ,77.9%,  - ,0.0%,  - ,0.0%,  56 ,21.7%,  - ,0.0%,  - ,0.0%,  1 ,0.4%,  - ,0.0%
610218, WARREN , Network 12 ,  281 ,  - ,0.0%,  280 ,99.6%,  - ,0.0%,  - ,0.0%,  1 ,0.4%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610219, WASHINGTON G ES , Network 13 ,  617 ,  26 ,4.2%,  27 ,4.4%,  - ,0.0%,  1 ,0.2%,  558 ,90.4%,  2 ,0.3%,  3 ,0.5%,  - ,0.0%,  - ,0.0%
610124, WASHINGTON H ES , Network 12 ,  233 ,  - ,0.0%,  216 ,92.7%,  - ,0.0%,  - ,0.0%,  15 ,6.4%,  1 ,0.4%,  - ,0.0%,  1 ,0.4%,  - ,0.0%
609739, WASHINGTON HS , Network 17 ,"  1,492 ",  49 ,3.3%,  119 ,8.0%,  - ,0.0%,  7 ,0.5%,"  1,307 ",87.6%,  8 ,0.5%,  - ,0.0%,  2 ,0.1%,  - ,0.0%
610220, WATERS , Network 2 ,  655 ,  400 ,61.1%,  11 ,1.7%,  - ,0.0%,  2 ,0.3%,  149 ,22.7%,  58 ,8.9%,  31 ,4.7%,  1 ,0.2%,  3 ,0.5%
610221, WEBSTER , Network 5 ,  206 ,  - ,0.0%,  203 ,98.5%,  - ,0.0%,  1 ,0.5%,  1 ,0.5%,  1 ,0.5%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610110, WELLS ES , Network 9 ,  323 ,  - ,0.0%,  304 ,94.1%,  - ,0.0%,  - ,0.0%,  12 ,3.7%,  2 ,0.6%,  - ,0.0%,  - ,0.0%,  5 ,1.5%
609740, WELLS HS , Network 15 ,  339 ,  49 ,14.5%,  137 ,40.4%,  - ,0.0%,  1 ,0.3%,  142 ,41.9%,  5 ,1.5%,  2 ,0.6%,  - ,0.0%,  3 ,0.9%
610223, WENTWORTH , Network 11 ,  383 ,  - ,0.0%,  338 ,88.3%,  - ,0.0%,  - ,0.0%,  45 ,11.7%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610100, WEST PARK , Network 5 ,  425 ,  11 ,2.6%,  65 ,15.3%,  - ,0.0%,  - ,0.0%,  349 ,82.1%,  - ,0.0%,  - ,0.0%,  - ,0.0%,  - ,0.0%
610542, WEST RIDGE , ISP ,  617 ,  176 ,28.5%,  95 ,15.4%,  - ,0.0%,  2 ,0.3%,  146 ,23.7%,  10 ,1.6%,  188 ,30.5%,  - ,0.0%,  - ,0.0%
610300, WESTCOTT , Network 11 ,  401 ,  - ,0.0%,  388 ,96.8%,  - ,0.0%,  1 ,0.2%,  11 ,2.7%,  1 ,0.2%,  - ,0.0%,  - ,0.0%,  - ,0.0%
