Network,School ID,Educational Unit,Total,White No,White Pct,African American No,African American Pct,"Asian/
Pacific Islander No","Asian/
Pacific Islander Pct","Native American/
Alaskan No","Native American/
Alaskan Pct",Hispanic No,Hispanic Pct,Mulit-Racial No,Mulit-Racial Pct,Asian No,Asian Pct,"Hawaiian/
Pacific Islander No","Hawaiian/
Pacific Islander Pct","Not 
Available No","Not 
Available Pct"
Network 9,610237,BEETHOVEN,  237 ,2,0.8,230,97.0,0,0.0,0,0.0,4,1.7,0,0.0,1,0.4,0,0.0,0,0.0
Network 9,610590,BRONZEVILLE CLASSICAL,  268 ,18,6.7,192,71.6,0,0.0,0,0.0,14,5.2,14,5.2,30,11.2,0,0.0,0,0.0
Network 9,609819,BURKE,  277 ,3,1.1,263,94.9,0,0.0,0,0.0,10,3.6,1,0.4,0,0.0,0,0.0,0,0.0
Network 9,609837,CARNEGIE,  567 ,5,0.9,540,95.2,0,0.0,0,0.0,11,1.9,7,1.2,3,0.5,1,0.2,0,0.0
Network 9,609891,DOOLITTLE,  223 ,0,0.0,221,99.1,0,0.0,0,0.0,2,0.9,0,0.0,0,0.0,0,0.0,0,0.0
Network 9,609894,DRAKE,  269 ,2,0.7,254,94.4,0,0.0,0,0.0,13,4.8,0,0.0,0,0.0,0,0.0,0,0.0
Network 9,609919,FISKE,  381 ,0,0.0,372,97.6,0,0.0,0,0.0,9,2.4,0,0.0,0,0.0,0,0.0,0,0.0
Network 9,609969,HARTE,  285 ,7,2.5,251,88.1,0,0.0,1,0.4,20,7.0,4,1.4,2,0.7,0,0.0,0,0.0
Network 9,609987,HENDRICKS,  202 ,3,1.5,188,93.1,0,0.0,0,0.0,9,4.5,1,0.5,1,0.5,0,0.0,0,0.0
Network 9,610030,KOZMINSKI,  244 ,0,0.0,223,91.4,0,0.0,1,0.4,13,5.3,3,1.2,2,0.8,2,0.8,0,0.0
Network 9,610276,MOLLISON,  285 ,0,0.0,282,98.9,0,0.0,1,0.4,0,0.0,2,0.7,0,0.0,0,0.0,0,0.0
Network 9,610090,MURRAY,  483 ,9,1.9,437,90.5,0,0.0,1,0.2,17,3.5,16,3.3,1,0.2,1,0.2,1,0.2
Network 9,610126,PERSHING,  527 ,3,0.6,492,93.4,0,0.0,0,0.0,7,1.3,5,1.0,5,0.9,1,0.2,14,2.7
Network 9,610142,RAY,  613 ,96,15.7,396,64.6,0,0.0,2,0.3,48,7.8,24,3.9,25,4.1,0,0.0,22,3.6
Network 9,610143,REAVIS,  238 ,0,0.0,235,98.7,0,0.0,0,0.0,1,0.4,2,0.8,0,0.0,0,0.0,0,0.0
Network 9,610256,ROBINSON,  112 ,1,0.9,107,95.5,0,0.0,0,0.0,3,2.7,1,0.9,0,0.0,0,0.0,0,0.0
Network 9,610175,SHOESMITH,  340 ,5,1.5,311,91.5,0,0.0,0,0.0,14,4.1,5,1.5,2,0.6,2,0.6,1,0.3
Network 9,610065,TILL,  309 ,0,0.0,303,98.1,0,0.0,0,0.0,6,1.9,0,0.0,0,0.0,0,0.0,0,0.0
Network 9,610213,WADSWORTH,  442 ,0,0.0,422,95.5,0,0.0,0,0.0,16,3.6,3,0.7,1,0.2,0,0.0,0,0.0
Network 9,610110,WELLS ES,  350 ,1,0.3,305,87.1,0,0.0,1,0.3,14,4.0,1,0.3,0,0.0,0,0.0,28,8.0
Network 9,609977,WOODLAWN,  181 ,0,0.0,179,98.9,0,0.0,0,0.0,2,1.1,0,0.0,0,0.0,0,0.0,0,0.0
Network 9,610345,WOODSON,  303 ,0,0.0,289,95.4,0,0.0,0,0.0,6,2.0,5,1.7,1,0.3,0,0.0,2,0.7
Network 10,610287,ASHBURN,  396 ,3,0.8,328,82.8,0,0.0,2,0.5,59,14.9,4,1.0,0,0.0,0,0.0,0,0.0
Network 10,609788,BARNARD,  266 ,8,3.0,246,92.5,0,0.0,0,0.0,8,3.0,2,0.8,1,0.4,1,0.4,0,0.0
Network 10,610087,BLAIR,  201 ,29,14.4,13,6.5,0,0.0,0,0.0,151,75.1,4,2.0,0,0.0,4,2.0,0,0.0
Network 10,609832,BYRNE,  621 ,188,30.3,9,1.4,0,0.0,1,0.2,416,67.0,5,0.8,1,0.2,1,0.2,0,0.0
Network 10,609839,CARROLL,  410 ,8,2.0,352,85.9,0,0.0,2,0.5,48,11.7,0,0.0,0,0.0,0,0.0,0,0.0
Network 10,610347,CLAREMONT,  420 ,5,1.2,338,80.5,0,0.0,0,0.0,72,17.1,2,0.5,0,0.0,3,0.7,0,0.0
Network 10,609861,CLISSOLD,  425 ,92,21.6,288,67.8,0,0.0,1,0.2,31,7.3,9,2.1,3,0.7,0,0.0,1,0.2
Network 10,609879,DAWES,  979 ,13,1.3,157,16.0,0,0.0,2,0.2,803,82.0,3,0.3,0,0.0,1,0.1,0,0.0
Network 10,609893,DORE,  729 ,172,23.6,21,2.9,0,0.0,1,0.1,520,71.3,7,1.0,7,1.0,1,0.1,0,0.0
Network 10,610352,DURKIN PARK,  703 ,30,4.3,87,12.4,0,0.0,1,0.1,578,82.2,7,1.0,0,0.0,0,0.0,0,0.0
Network 10,609898,EBERHART,"  1,147 ",12,1.0,39,3.4,0,0.0,4,0.3,1090,95.0,2,0.2,0,0.0,0,0.0,0,0.0
Network 10,609908,ESMOND,  240 ,1,0.4,235,97.9,0,0.0,0,0.0,4,1.7,0,0.0,0,0.0,0,0.0,0,0.0
Network 10,610057,FAIRFIELD,  503 ,2,0.4,106,21.1,0,0.0,2,0.4,391,77.7,2,0.4,0,0.0,0,0.0,0,0.0
Network 10,609956,GRIMES,  428 ,27,6.3,16,3.7,0,0.0,0,0.0,383,89.5,2,0.5,0,0.0,0,0.0,0,0.0
Network 10,609960,HALE,  815 ,157,19.3,19,2.3,0,0.0,0,0.0,624,76.6,2,0.3,10,1.2,3,0.4,0,0.0
Network 10,609807,HAMPTON,  458 ,4,0.9,216,47.2,0,0.0,1,0.2,235,51.3,1,0.2,0,0.0,0,0.0,1,0.2
Network 10,609981,HEARST,  311 ,4,1.3,107,34.4,0,0.0,0,0.0,195,62.7,1,0.3,4,1.3,0,0.0,0,0.0
Network 10,610006,HURLEY,  758 ,4,0.5,7,0.9,0,0.0,6,0.8,741,97.8,0,0.0,0,0.0,0,0.0,0,0.0
Network 10,610084,KELLER,  217 ,41,18.9,66,30.4,0,0.0,0,0.0,31,14.3,7,3.2,69,31.8,0,0.0,3,1.4
Network 10,610016,KELLOGG,  276 ,15,5.4,247,89.5,0,0.0,1,0.4,9,3.3,3,1.1,1,0.4,0,0.0,0,0.0
Network 10,610067,MCKAY,  667 ,9,1.3,488,73.2,0,0.0,1,0.1,161,24.1,2,0.3,0,0.0,2,0.3,4,0.6
Network 10,610077,MORRILL,  525 ,5,1.0,175,33.3,0,0.0,1,0.2,344,65.5,0,0.0,0,0.0,0,0.0,0,0.0
Network 10,610109,OWEN,  272 ,0,0.0,265,97.4,0,0.0,0,0.0,5,1.8,1,0.4,0,0.0,1,0.4,0,0.0
Network 10,610588,RICHARDSON,"  1,084 ",15,1.4,9,0.8,0,0.0,3,0.3,1052,97.0,2,0.2,3,0.3,0,0.0,0,0.0
Network 10,610185,STEVENSON,"  1,131 ",36,3.2,63,5.6,0,0.0,4,0.4,1017,89.9,5,0.4,6,0.5,0,0.0,0,0.0
Network 10,610195,SUTHERLAND,  688 ,236,34.3,358,52.0,0,0.0,1,0.1,65,9.4,25,3.6,3,0.4,0,0.0,0,0.0
Network 10,610206,TWAIN,"  1,019 ",86,8.4,18,1.8,0,0.0,2,0.2,900,88.3,3,0.3,9,0.9,1,0.1,0,0.0
Network 10,610207,VANDERPOEL,  260 ,2,0.8,242,93.1,0,0.0,0,0.0,1,0.4,0,0.0,0,0.0,0,0.0,15,5.8
Network 10,609871,VICK,  261 ,102,39.1,46,17.6,0,0.0,0,0.0,103,39.5,10,3.8,0,0.0,0,0.0,0,0.0
Network 11,609790,BARTON,  331 ,0,0.0,309,93.4,0,0.0,0,0.0,19,5.7,3,0.9,0,0.0,0,0.0,0,0.0
Network 11,609791,BASS,  381 ,0,0.0,366,96.1,0,0.0,0,0.0,15,3.9,0,0.0,0,0.0,0,0.0,0,0.0
Network 11,610238,BOND,  238 ,2,0.8,229,96.2,0,0.0,1,0.4,6,2.5,0,0.0,0,0.0,0,0.0,0,0.0
Network 11,609864,COOK,  334 ,0,0.0,322,96.4,0,0.0,0,0.0,12,3.6,0,0.0,0,0.0,0,0.0,0,0.0
Network 11,610003,CUFFE,  213 ,0,0.0,210,98.6,0,0.0,0,0.0,3,1.4,0,0.0,0,0.0,0,0.0,0,0.0
Network 11,610521,DAVIS M,  178 ,0,0.0,162,91.0,0,0.0,0,0.0,15,8.4,1,0.6,0,0.0,0,0.0,0,0.0
Network 11,609897,EARLE,  306 ,0,0.0,259,84.6,0,0.0,0,0.0,19,6.2,5,1.6,0,0.0,0,0.0,23,7.5
Network 11,610362,EVERS,  226 ,0,0.0,220,97.3,0,0.0,0,0.0,5,2.2,0,0.0,0,0.0,0,0.0,1,0.4
Network 11,609924,FORT DEARBORN,  363 ,0,0.0,352,97.0,0,0.0,0,0.0,9,2.5,2,0.6,0,0.0,0,0.0,0,0.0
Network 11,609927,FOSTER PARK,  322 ,0,0.0,308,95.7,0,0.0,1,0.3,12,3.7,1,0.3,0,0.0,0,0.0,0,0.0
Network 11,609929,FULTON,  340 ,3,0.9,113,33.2,0,0.0,2,0.6,211,62.1,2,0.6,0,0.0,0,0.0,9,2.6
Network 11,610032,GREEN,  320 ,0,0.0,313,97.8,0,0.0,1,0.3,3,0.9,2,0.6,1,0.3,0,0.0,0,0.0
Network 11,609986,HENDERSON,  196 ,1,0.5,155,79.1,0,0.0,0,0.0,38,19.4,2,1.0,0,0.0,0,0.0,0,0.0
Network 11,609997,HOLMES,  130 ,0,0.0,121,93.1,0,0.0,1,0.8,8,6.2,0,0.0,0,0.0,0,0.0,0,0.0
Network 11,610369,JACKSON M,  330 ,1,0.3,323,97.9,0,0.0,0,0.0,5,1.5,1,0.3,0,0.0,0,0.0,0,0.0
Network 11,609805,JOPLIN,  369 ,0,0.0,354,95.9,0,0.0,0,0.0,14,3.8,1,0.3,0,0.0,0,0.0,0,0.0
Network 11,610019,KERSHAW,  241 ,0,0.0,235,97.5,0,0.0,0,0.0,6,2.5,0,0.0,0,0.0,0,0.0,0,0.0
Network 11,610299,KING ES,  238 ,2,0.8,231,97.1,0,0.0,0,0.0,4,1.7,1,0.4,0,0.0,0,0.0,0,0.0
Network 11,609869,LANGFORD,  196 ,0,0.0,182,92.9,0,0.0,0,0.0,13,6.6,0,0.0,0,0.0,0,0.0,1,0.5
Network 11,610037,LIBBY,  307 ,3,1.0,204,66.4,0,0.0,0,0.0,96,31.3,3,1.0,1,0.3,0,0.0,0,0.0
Network 11,610290,MAYS,  308 ,0,0.0,298,96.8,0,0.0,0,0.0,8,2.6,1,0.3,0,0.0,0,0.0,1,0.3
Network 11,609793,NICHOLSON,  447 ,3,0.7,414,92.6,0,0.0,0,0.0,26,5.8,3,0.7,1,0.2,0,0.0,0,0.0
Network 11,610102,OGLESBY,  351 ,2,0.6,342,97.4,0,0.0,0,0.0,5,1.4,1,0.3,1,0.3,0,0.0,0,0.0
Network 11,610108,OTOOLE,  309 ,2,0.6,255,82.5,0,0.0,0,0.0,46,14.9,6,1.9,0,0.0,0,0.0,0,0.0
Network 11,610112,PARKER,  402 ,0,0.0,391,97.3,0,0.0,0,0.0,10,2.5,1,0.3,0,0.0,0,0.0,0,0.0
Network 11,609941,RANDOLPH,  382 ,1,0.3,341,89.3,0,0.0,0,0.0,38,9.9,2,0.5,0,0.0,0,0.0,0,0.0
Network 11,610153,RYDER,  353 ,1,0.3,347,98.3,0,0.0,0,0.0,5,1.4,0,0.0,0,0.0,0,0.0,0,0.0
Network 11,610223,WENTWORTH,  388 ,2,0.5,356,91.8,0,0.0,0,0.0,28,7.2,1,0.3,0,0.0,1,0.3,0,0.0
Network 11,610300,WESTCOTT,  418 ,2,0.5,411,98.3,0,0.0,2,0.5,2,0.5,1,0.2,0,0.0,0,0.0,0,0.0
Network 12,610268,ASHE,  328 ,0,0.0,322,98.2,0,0.0,0,0.0,4,1.2,1,0.3,0,0.0,1,0.3,0,0.0
Network 12,610350,BLACK,  447 ,0,0.0,441,98.7,0,0.0,0,0.0,6,1.3,0,0.0,0,0.0,0,0.0,0,0.0
Network 12,609815,BOUCHET,  605 ,1,0.2,593,98.0,0,0.0,3,0.5,7,1.2,1,0.2,0,0.0,0,0.0,0,0.0
Network 12,609813,BROWNELL,  175 ,0,0.0,169,96.6,0,0.0,0,0.0,6,3.4,0,0.0,0,0.0,0,0.0,0,0.0
Network 12,609827,BURNSIDE,  364 ,0,0.0,357,98.1,0,0.0,0,0.0,7,1.9,0,0.0,0,0.0,0,0.0,0,0.0
Network 12,609862,COLES,  326 ,0,0.0,321,98.5,0,0.0,0,0.0,4,1.2,1,0.3,0,0.0,0,0.0,0,0.0
Network 12,609887,DIXON,  558 ,1,0.2,550,98.6,0,0.0,0,0.0,6,1.1,1,0.2,0,0.0,0,0.0,0,0.0
Network 12,610316,EARHART,  234 ,0,0.0,224,95.7,0,0.0,0,0.0,7,3.0,3,1.3,0,0.0,0,0.0,0,0.0
Network 12,609939,GILLESPIE,  429 ,2,0.5,416,97.0,0,0.0,0,0.0,10,2.3,1,0.2,0,0.0,0,0.0,0,0.0
Network 12,610002,HOYNE,  220 ,0,0.0,218,99.1,0,0.0,0,0.0,2,0.9,0,0.0,0,0.0,0,0.0,0,0.0
Network 12,610047,MADISON,  189 ,0,0.0,187,98.9,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5
Network 12,610052,MANN,  295 ,5,1.7,283,95.9,0,0.0,0,0.0,6,2.0,1,0.3,0,0.0,0,0.0,0,0.0
Network 12,610066,MCDADE,  181 ,2,1.1,164,90.6,0,0.0,1,0.6,2,1.1,8,4.4,4,2.2,0,0.0,0,0.0
Network 12,610171,MIRELES,  420 ,3,0.7,221,52.6,0,0.0,3,0.7,190,45.2,3,0.7,0,0.0,0,0.0,0,0.0
Network 12,610093,NEIL,  265 ,1,0.4,239,90.2,0,0.0,0,0.0,10,3.8,1,0.4,1,0.4,0,0.0,13,4.9
Network 12,610193,NEW SULLIVAN,  431 ,8,1.9,305,70.8,0,0.0,0,0.0,90,20.9,2,0.5,0,0.0,1,0.2,25,5.8
Network 12,609961,NINOS HEROES,  291 ,2,0.7,247,84.9,0,0.0,1,0.3,41,14.1,0,0.0,0,0.0,0,0.0,0,0.0
Network 12,610115,PARK MANOR,  258 ,0,0.0,249,96.5,0,0.0,0,0.0,6,2.3,3,1.2,0,0.0,0,0.0,0,0.0
Network 12,610116,PARKSIDE,  250 ,0,0.0,238,95.2,0,0.0,0,0.0,10,4.0,1,0.4,0,0.0,0,0.0,1,0.4
Network 12,610130,PIRIE,  224 ,1,0.4,216,96.4,0,0.0,1,0.4,2,0.9,4,1.8,0,0.0,0,0.0,0,0.0
Network 12,610281,POWELL,  524 ,0,0.0,509,97.1,0,0.0,0,0.0,12,2.3,1,0.2,2,0.4,0,0.0,0,0.0
Network 12,610146,REVERE,  201 ,0,0.0,199,99.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0
Network 12,610152,RUGGLES,  360 ,0,0.0,350,97.2,0,0.0,3,0.8,5,1.4,0,0.0,1,0.3,1,0.3,0,0.0
Network 12,610178,SCHMID,  172 ,0,0.0,169,98.3,0,0.0,0,0.0,2,1.2,1,0.6,0,0.0,0,0.0,0,0.0
Network 12,610530,SOUTH SHORE ES,  296 ,0,0.0,279,94.3,0,0.0,1,0.3,14,4.7,2,0.7,0,0.0,0,0.0,0,0.0
Network 12,610279,TANNER,  308 ,0,0.0,294,95.5,0,0.0,0,0.0,13,4.2,1,0.3,0,0.0,0,0.0,0,0.0
Network 12,610200,THORP J,  279 ,5,1.8,228,81.7,0,0.0,0,0.0,43,15.4,3,1.1,0,0.0,0,0.0,0,0.0
Network 12,610218,WARREN,  211 ,0,0.0,205,97.2,0,0.0,0,0.0,4,1.9,1,0.5,0,0.0,0,0.0,1,0.5
Network 12,610124,WASHINGTON H ES,  268 ,0,0.0,264,98.5,0,0.0,0,0.0,3,1.1,0,0.0,0,0.0,1,0.4,0,0.0
Network 13,609848,ALDRIDGE,  188 ,0,0.0,187,99.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0
Network 13,609800,BENNETT,  262 ,3,1.1,251,95.8,0,0.0,0,0.0,2,0.8,4,1.5,0,0.0,2,0.8,0,0.0
Network 13,609811,BRIGHT,  258 ,4,1.6,161,62.4,0,0.0,0,0.0,92,35.7,0,0.0,0,0.0,0,0.0,1,0.4
Network 13,610091,BROWN R,  303 ,0,0.0,285,94.1,0,0.0,1,0.3,3,1.0,0,0.0,0,0.0,0,0.0,14,4.6
Network 13,609821,BURNHAM,  419 ,0,0.0,404,96.4,0,0.0,0,0.0,14,3.3,0,0.0,1,0.2,0,0.0,0,0.0
Network 13,609845,CARVER G,  372 ,0,0.0,361,97.0,0,0.0,0,0.0,8,2.2,3,0.8,0,0.0,0,0.0,0,0.0
Network 13,609856,CLAY,  546 ,31,5.7,76,13.9,0,0.0,4,0.7,416,76.2,12,2.2,2,0.4,0,0.0,5,0.9
Network 13,610199,COLEMON,  211 ,0,0.0,195,92.4,0,0.0,0,0.0,14,6.6,0,0.0,2,0.9,0,0.0,0,0.0
Network 13,610004,CULLEN,  186 ,0,0.0,183,98.4,0,0.0,0,0.0,2,1.1,0,0.0,0,0.0,0,0.0,1,0.5
Network 13,610364,DUBOIS,  213 ,1,0.5,202,94.8,0,0.0,0,0.0,9,4.2,1,0.5,0,0.0,0,0.0,0,0.0
Network 13,610188,DUNNE,  203 ,1,0.5,199,98.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,2,1.0,0,0.0
Network 13,609917,FERNWOOD,  261 ,0,0.0,260,99.6,0,0.0,0,0.0,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0
Network 13,609935,GALLISTEL,  628 ,7,1.1,21,3.3,0,0.0,3,0.5,596,94.9,1,0.2,0,0.0,0,0.0,0,0.0
Network 13,610128,GARVEY,  234 ,0,0.0,229,97.9,0,0.0,1,0.4,3,1.3,1,0.4,0,0.0,0,0.0,0,0.0
Network 13,609944,GRISSOM,  286 ,44,15.4,23,8.0,0,0.0,0,0.0,216,75.5,2,0.7,1,0.4,0,0.0,0,0.0
Network 13,609808,HALEY,  447 ,2,0.4,427,95.5,0,0.0,0,0.0,16,3.6,1,0.2,0,0.0,1,0.2,0,0.0
Network 13,610295,HIGGINS,  260 ,0,0.0,253,97.3,0,0.0,0,0.0,6,2.3,1,0.4,0,0.0,0,0.0,0,0.0
Network 13,610368,HUGHES L,  427 ,1,0.2,407,95.3,0,0.0,0,0.0,16,3.7,2,0.5,0,0.0,1,0.2,0,0.0
Network 13,610208,LAVIZZO,  370 ,0,0.0,358,96.8,0,0.0,2,0.5,8,2.2,1,0.3,1,0.3,0,0.0,0,0.0
Network 13,609902,METCALFE,  299 ,0,0.0,290,97.0,0,0.0,0,0.0,9,3.0,0,0.0,0,0.0,0,0.0,0,0.0
Network 13,610086,MOUNT VERNON,  229 ,0,0.0,224,97.8,0,0.0,0,0.0,2,0.9,0,0.0,0,0.0,0,0.0,3,1.3
Network 13,609943,OWENS,  346 ,0,0.0,334,96.5,0,0.0,0,0.0,8,2.3,1,0.3,0,0.0,0,0.0,3,0.9
Network 13,610132,POE,  198 ,5,2.5,176,88.9,0,0.0,1,0.5,11,5.6,4,2.0,0,0.0,1,0.5,0,0.0
Network 13,610139,PULLMAN,  340 ,4,1.2,291,85.6,0,0.0,0,0.0,41,12.1,4,1.2,0,0.0,0,0.0,0,0.0
Network 13,610586,SADLOWSKI,  621 ,18,2.9,28,4.5,0,0.0,2,0.3,573,92.3,0,0.0,0,0.0,0,0.0,0,0.0
Network 13,610176,SHOOP,  421 ,0,0.0,407,96.7,0,0.0,3,0.7,8,1.9,3,0.7,0,0.0,0,0.0,0,0.0
Network 13,609978,SMITH,  316 ,1,0.3,313,99.1,0,0.0,0,0.0,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0
Network 13,610198,TAYLOR,  360 ,21,5.8,25,6.9,0,0.0,0,0.0,314,87.2,0,0.0,0,0.0,0,0.0,0,0.0
Network 13,610219,WASHINGTON G ES,  680 ,33,4.9,10,1.5,0,0.0,1,0.1,631,92.8,2,0.3,3,0.4,0,0.0,0,0.0
Network 13,610225,WHISTLER,  314 ,1,0.3,310,98.7,0,0.0,0,0.0,2,0.6,1,0.3,0,0.0,0,0.0,0,0.0
Network 13,610315,WHITE,  108 ,0,0.0,106,98.1,0,0.0,0,0.0,2,1.9,0,0.0,0,0.0,0,0.0,0,0.0
Network 14,610402,DEVRY HS,  158 ,15,9.5,60,38.0,0,0.0,0,0.0,74,46.8,2,1.3,7,4.4,0,0.0,0,0.0
Network 14,610515,DISNEY II ES,  404 ,158,39.1,34,8.4,0,0.0,3,0.7,167,41.3,10,2.5,32,7.9,0,0.0,0,0.0
Network 14,610564,DISNEY II HS,  785 ,142,18.1,179,22.8,0,0.0,2,0.3,405,51.6,21,2.7,24,3.1,0,0.0,12,1.5
Network 14,609708,FOREMAN HS,  604 ,27,4.5,116,19.2,0,0.0,4,0.7,455,75.3,1,0.2,1,0.2,0,0.0,0,0.0
Network 14,609769,GRAHAM HS,  184 ,7,3.8,81,44.0,0,0.0,1,0.5,88,47.8,1,0.5,6,3.3,0,0.0,0,0.0
Network 14,609716,KELVYN PARK HS,  395 ,5,1.3,27,6.8,0,0.0,3,0.8,357,90.4,1,0.3,1,0.3,1,0.3,0,0.0
Network 14,609719,LAKE VIEW HS,"  1,353 ",147,10.9,146,10.8,0,0.0,8,0.6,977,72.2,28,2.1,42,3.1,4,0.3,1,0.1
Network 14,609720,LANE TECH HS,"  4,428 ",1729,39.0,295,6.7,0,0.0,19,0.4,1654,37.4,134,3.0,461,10.4,29,0.7,107,2.4
Network 14,609738,LINCOLN PARK HS,"  2,117 ",674,31.8,436,20.6,0,0.0,6,0.3,688,32.5,88,4.2,214,10.1,3,0.1,8,0.4
Network 14,609724,MATHER HS,"  1,617 ",223,13.8,245,15.2,0,0.0,8,0.5,717,44.3,21,1.3,393,24.3,10,0.6,0,0.0
Network 14,609744,NORTHSIDE LEARNING HS,  239 ,45,18.8,43,18.0,0,0.0,1,0.4,130,54.4,3,1.3,16,6.7,1,0.4,0,0.0
Network 14,609728,ROOSEVELT HS,"  1,021 ",55,5.4,120,11.8,0,0.0,11,1.1,738,72.3,3,0.3,89,8.7,5,0.5,0,0.0
Network 14,609729,SCHURZ HS,"  1,518 ",73,4.8,127,8.4,0,0.0,6,0.4,1262,83.1,17,1.1,27,1.8,4,0.3,2,0.1
Network 14,609730,SENN HS,"  1,547 ",226,14.6,387,25.0,0,0.0,11,0.7,643,41.6,34,2.2,240,15.5,4,0.3,2,0.1
Network 14,609732,STEINMETZ HS,"  1,167 ",63,5.4,211,18.1,0,0.0,6,0.5,842,72.2,14,1.2,24,2.1,4,0.3,3,0.3
Network 14,609733,SULLIVAN HS,  597 ,49,8.2,224,37.5,0,0.0,1,0.2,243,40.7,8,1.3,62,10.4,2,0.3,8,1.3
Network 14,609734,TAFT HS,"  3,960 ",1773,44.8,108,2.7,0,0.0,14,0.4,1650,41.7,76,1.9,293,7.4,26,0.7,20,0.5
Network 14,610394,UPLIFT HS,  106 ,7,6.6,61,57.5,0,0.0,1,0.9,24,22.6,1,0.9,12,11.3,0,0.0,0,0.0
Network 14,609766,VAUGHN HS,  234 ,48,20.5,52,22.2,0,0.0,0,0.0,128,54.7,2,0.9,3,1.3,1,0.4,0,0.0
Network 14,609737,VON STEUBEN HS,"  1,674 ",287,17.1,172,10.3,0,0.0,7,0.4,909,54.3,31,1.9,257,15.4,11,0.7,0,0.0
Network 15,610524,ALCOTT HS,  333 ,46,13.8,60,18.0,0,0.0,2,0.6,211,63.4,6,1.8,6,1.8,2,0.6,0,0.0
Network 15,610518,AUSTIN CCA HS,  235 ,1,0.4,227,96.6,0,0.0,0,0.0,6,2.6,1,0.4,0,0.0,0,0.0,0,0.0
Network 15,609759,CLEMENTE HS,  684 ,13,1.9,205,30.0,0,0.0,4,0.6,454,66.4,1,0.2,6,0.9,1,0.1,0,0.0
Network 15,610561,CRANE MEDICAL HS,  446 ,4,0.9,363,81.4,0,0.0,0,0.0,72,16.1,5,1.1,0,0.0,0,0.0,2,0.4
Network 15,609756,CURIE HS,"  2,993 ",51,1.7,356,11.9,0,0.0,8,0.3,2509,83.8,6,0.2,60,2.0,3,0.1,0,0.0
Network 15,610245,DOUGLASS HS,  50 ,1,2.0,46,92.0,0,0.0,0,0.0,3,6.0,0,0.0,0,0.0,0,0.0,0,0.0
Network 15,609694,HANCOCK HS,"  1,019 ",39,3.8,20,2.0,0,0.0,4,0.4,944,92.6,1,0.1,10,1.0,1,0.1,0,0.0
Network 15,609764,JUAREZ HS,"  1,705 ",25,1.5,42,2.5,0,0.0,9,0.5,1609,94.4,6,0.4,11,0.6,0,0.0,3,0.2
Network 15,609722,MANLEY HS,  87 ,1,1.1,83,95.4,0,0.0,0,0.0,3,3.4,0,0.0,0,0.0,0,0.0,0,0.0
Network 15,609723,MARSHALL HS,  228 ,0,0.0,223,97.8,0,0.0,0,0.0,5,2.2,0,0.0,0,0.0,0,0.0,0,0.0
Network 15,610385,MULTICULTURAL HS,  225 ,3,1.3,43,19.1,0,0.0,1,0.4,177,78.7,0,0.0,0,0.0,0,0.0,1,0.4
Network 15,609691,NORTH-GRAND HS,"  1,039 ",10,1.0,198,19.1,0,0.0,4,0.4,822,79.1,3,0.3,2,0.2,0,0.0,0,0.0
Network 15,610101,OGDEN ES,  946 ,256,27.1,391,41.3,0,0.0,4,0.4,138,14.6,55,5.8,101,10.7,1,0.1,0,0.0
Network 15,610529,OGDEN HS,  632 ,70,11.1,292,46.2,0,0.0,2,0.3,233,36.9,14,2.2,17,2.7,1,0.2,3,0.5
Network 15,609680,PAYTON HS,"  1,216 ",537,44.2,122,10.0,0,0.0,2,0.2,264,21.7,51,4.2,232,19.1,8,0.7,0,0.0
Network 15,609679,PROSSER HS,"  1,214 ",23,1.9,255,21.0,0,0.0,3,0.2,929,76.5,0,0.0,3,0.2,0,0.0,1,0.1
Network 15,610334,RABY HS,  246 ,2,0.8,225,91.5,0,0.0,1,0.4,17,6.9,0,0.0,1,0.4,0,0.0,0,0.0
Network 15,609750,SIMPSON HS,  21 ,0,0.0,16,76.2,0,0.0,0,0.0,5,23.8,0,0.0,0,0.0,0,0.0,0,0.0
Network 15,610383,SOCIAL JUSTICE HS,  335 ,3,0.9,45,13.4,0,0.0,0,0.0,287,85.7,0,0.0,0,0.0,0,0.0,0,0.0
Network 15,609740,WELLS HS,  316 ,12,3.8,150,47.5,0,0.0,0,0.0,149,47.2,5,1.6,0,0.0,0,0.0,0,0.0
Network 15,609693,WESTINGHOUSE HS,"  1,255 ",25,2.0,569,45.3,0,0.0,4,0.3,546,43.5,15,1.2,92,7.3,3,0.2,1,0.1
Network 15,610392,WORLD LANGUAGE HS,  345 ,3,0.9,9,2.6,0,0.0,0,0.0,328,95.1,1,0.3,0,0.0,0,0.0,4,1.2
Network 16,610513,AIR FORCE HS,  196 ,16,8.2,84,42.9,0,0.0,1,0.5,92,46.9,2,1.0,1,0.5,0,0.0,0,0.0
Network 16,609698,BOGAN HS,  736 ,4,0.5,476,64.7,0,0.0,0,0.0,251,34.1,3,0.4,0,0.0,0,0.0,2,0.3
