Network,School ID,Educational Unit,Total,White No,White Pct,African American No,African American Pct,"Asian/
Pacific Islander No","Asian/
Pacific Islander Pct","Native American/
Alaskan No","Native American/
Alaskan Pct",Hispanic No,Hispanic Pct,Mulit-Racial No,Mulit-Racial Pct,Asian No,Asian Pct,"Hawaiian/
Pacific Islander No","Hawaiian/
Pacific Islander Pct","Not 
Available No","Not 
Available Pct"
Network 3,609910,FALCONER,  898 ,25,2.8,12,1.3,0,0.0,3,0.3,849,94.5,3,0.3,6,0.7,0,0.0,0,0.0
Network 3,610068,HANSON PARK,"  1,175 ",15,1.3,29,2.5,0,0.0,4,0.3,1125,95.7,0,0.0,1,0.1,1,0.1,0,0.0
Network 3,609975,HAY,  268 ,2,0.7,222,82.8,0,0.0,0,0.0,41,15.3,1,0.4,2,0.7,0,0.0,0,0.0
Network 3,610305,LELAND,  365 ,0,0.0,349,95.6,0,0.0,1,0.3,13,3.6,0,0.0,0,0.0,1,0.3,1,0.3
Network 3,610036,LEWIS,  401 ,1,0.2,266,66.3,0,0.0,0,0.0,125,31.2,5,1.3,2,0.5,1,0.2,1,0.2
Network 3,610041,LOCKE J,"  1,176 ",125,10.6,46,3.9,0,0.0,0,0.0,979,83.2,7,0.6,12,1.0,7,0.6,0,0.0
Network 3,610043,LOVETT,  306 ,2,0.7,257,84.0,0,0.0,1,0.3,45,14.7,1,0.3,0,0.0,0,0.0,0,0.0
Network 3,610046,LYON,"  1,105 ",57,5.2,15,1.4,0,0.0,4,0.4,991,89.7,1,0.1,26,2.4,7,0.6,4,0.4
Network 3,610282,MCNAIR,  341 ,2,0.6,283,83.0,0,0.0,0,0.0,50,14.7,3,0.9,3,0.9,0,0.0,0,0.0
Network 3,610092,NASH,  221 ,0,0.0,204,92.3,0,0.0,0,0.0,15,6.8,1,0.5,1,0.5,0,0.0,0,0.0
Network 3,610051,NORTHWEST,  468 ,4,0.9,17,3.6,0,0.0,2,0.4,439,93.8,0,0.0,4,0.9,2,0.4,0,0.0
Network 3,610533,PRIETO,  788 ,8,1.0,30,3.8,0,0.0,3,0.4,745,94.5,1,0.1,1,0.1,0,0.0,0,0.0
Network 3,610158,SAYRE,  431 ,43,10.0,169,39.2,0,0.0,2,0.5,204,47.3,11,2.6,1,0.2,1,0.2,0,0.0
Network 3,610165,SCHUBERT,  554 ,14,2.5,7,1.3,0,0.0,3,0.5,524,94.6,4,0.7,2,0.4,0,0.0,0,0.0
Network 3,610183,SPENCER,  433 ,3,0.7,420,97.0,0,0.0,0,0.0,6,1.4,2,0.5,0,0.0,0,0.0,2,0.5
Network 3,610235,YOUNG ES,  512 ,1,0.2,430,84.0,0,0.0,0,0.0,80,15.6,0,0.0,0,0.0,1,0.2,0,0.0
Network 4,609774,ALCOTT ES,  602 ,347,57.6,25,4.2,0,0.0,1,0.2,91,15.1,45,7.5,86,14.3,1,0.2,6,1.0
Network 4,609782,AUDUBON,  490 ,335,68.4,7,1.4,0,0.0,2,0.4,90,18.4,35,7.1,20,4.1,0,0.0,1,0.2
Network 4,610325,AVONDALE-LOGANDALE,  523 ,6,1.1,26,5.0,0,0.0,2,0.4,476,91.0,7,1.3,3,0.6,3,0.6,0,0.0
Network 4,609789,BARRY,  465 ,5,1.1,13,2.8,0,0.0,3,0.6,440,94.6,0,0.0,4,0.9,0,0.0,0,0.0
Network 4,609799,BELL,  904 ,520,57.5,15,1.7,0,0.0,0,0.0,151,16.7,105,11.6,110,12.2,3,0.3,0,0.0
Network 4,609803,BLAINE,  672 ,449,66.8,19,2.8,0,0.0,0,0.0,104,15.5,49,7.3,40,6.0,3,0.4,8,1.2
Network 4,609809,BRENTANO,  669 ,228,34.1,29,4.3,0,0.0,0,0.0,357,53.4,44,6.6,8,1.2,2,0.3,1,0.1
Network 4,609853,CHASE,  394 ,61,15.5,36,9.1,0,0.0,0,0.0,282,71.6,4,1.0,7,1.8,0,0.0,4,1.0
Network 4,609875,DARWIN,  550 ,39,7.1,42,7.6,0,0.0,2,0.4,449,81.6,8,1.5,9,1.6,1,0.2,0,0.0
Network 4,609926,FRANKLIN,  360 ,94,26.1,175,48.6,0,0.0,0,0.0,53,14.7,14,3.9,24,6.7,0,0.0,0,0.0
Network 4,609930,FUNSTON,  403 ,7,1.7,30,7.4,0,0.0,0,0.0,364,90.3,2,0.5,0,0.0,0,0.0,0,0.0
Network 4,609942,GOETHE,  730 ,162,22.2,27,3.7,0,0.0,9,1.2,494,67.7,26,3.6,10,1.4,0,0.0,2,0.3
Network 4,609850,GREELEY,  372 ,27,7.3,92,24.7,0,0.0,0,0.0,232,62.4,12,3.2,9,2.4,0,0.0,0,0.0
Network 4,609963,HAMILTON,  449 ,316,70.4,15,3.3,0,0.0,0,0.0,64,14.3,38,8.5,16,3.6,0,0.0,0,0.0
Network 4,609974,HAWTHORNE,  576 ,306,53.1,29,5.0,0,0.0,2,0.3,128,22.2,41,7.1,68,11.8,2,0.3,0,0.0
Network 4,610078,INTER-AMERICAN,  681 ,73,10.7,18,2.6,0,0.0,1,0.1,573,84.1,11,1.6,5,0.7,0,0.0,0,0.0
Network 4,610010,JAHN,  311 ,106,34.1,47,15.1,0,0.0,0,0.0,128,41.2,22,7.1,8,2.6,0,0.0,0,0.0
Network 4,610033,LASALLE,  469 ,160,34.1,155,33.0,0,0.0,1,0.2,92,19.6,29,6.2,32,6.8,0,0.0,0,0.0
Network 4,610038,LINCOLN,  823 ,475,57.7,90,10.9,0,0.0,0,0.0,86,10.4,66,8.0,106,12.9,0,0.0,0,0.0
Network 4,610048,MANIERRE,  266 ,0,0.0,253,95.1,0,0.0,0,0.0,12,4.5,0,0.0,1,0.4,0,0.0,0,0.0
Network 4,610059,MAYER,  645 ,451,69.9,45,7.0,0,0.0,4,0.6,81,12.6,27,4.2,27,4.2,10,1.6,0,0.0
Network 4,609968,MCAULIFFE,  571 ,17,3.0,23,4.0,0,0.0,2,0.4,522,91.4,7,1.2,0,0.0,0,0.0,0,0.0
Network 4,610074,MONROE,  701 ,34,4.9,20,2.9,0,0.0,0,0.0,637,90.9,7,1.0,3,0.4,0,0.0,0,0.0
Network 4,610088,MOZART,  480 ,14,2.9,27,5.6,0,0.0,1,0.2,437,91.0,0,0.0,1,0.2,0,0.0,0,0.0
Network 4,610094,NETTELHORST,  675 ,372,55.1,77,11.4,0,0.0,1,0.1,91,13.5,66,9.8,63,9.3,4,0.6,1,0.1
Network 4,610095,NEWBERRY,  386 ,29,7.5,241,62.4,0,0.0,0,0.0,90,23.3,16,4.2,10,2.6,0,0.0,0,0.0
Network 4,610097,NIXON,  588 ,9,1.5,17,2.9,0,0.0,1,0.2,558,94.9,1,0.2,2,0.3,0,0.0,0,0.0
Network 4,610136,PRESCOTT,  415 ,177,42.7,46,11.1,0,0.0,2,0.5,138,33.3,19,4.6,32,7.7,1,0.2,0,0.0
Network 4,610144,REILLY,  608 ,19,3.1,8,1.3,0,0.0,1,0.2,574,94.4,0,0.0,6,1.0,0,0.0,0,0.0
Network 4,610534,SKINNER NORTH,  493 ,153,31.0,31,6.3,0,0.0,2,0.4,46,9.3,45,9.1,216,43.8,0,0.0,0,0.0
Network 4,609773,TUBMAN,  393 ,157,39.9,78,19.8,0,0.0,1,0.3,112,28.5,28,7.1,17,4.3,0,0.0,0,0.0
Network 5,609797,BEIDLER,  306 ,0,0.0,297,97.1,0,0.0,0,0.0,9,2.9,0,0.0,0,0.0,0,0.0,0,0.0
Network 5,610021,CASALS,  353 ,12,3.4,128,36.3,0,0.0,0,0.0,212,60.1,1,0.3,0,0.0,0,0.0,0,0.0
Network 5,610251,CATHER,  335 ,0,0.0,316,94.3,0,0.0,1,0.3,17,5.1,1,0.3,0,0.0,0,0.0,0,0.0
Network 5,609854,CHOPIN,  288 ,14,4.9,85,29.5,0,0.0,1,0.3,182,63.2,4,1.4,1,0.3,1,0.3,0,0.0
Network 5,609873,CROWN,  141 ,0,0.0,128,90.8,0,0.0,0,0.0,12,8.5,1,0.7,0,0.0,0,0.0,0,0.0
Network 5,610313,DE DIEGO,  464 ,23,5.0,114,24.6,0,0.0,0,0.0,314,67.7,8,1.7,5,1.1,0,0.0,0,0.0
Network 5,609907,ERICSON,  405 ,1,0.2,397,98.0,0,0.0,1,0.2,6,1.5,0,0.0,0,0.0,0,0.0,0,0.0
Network 5,610055,FARADAY,  184 ,1,0.5,180,97.8,0,0.0,0,0.0,2,1.1,1,0.5,0,0.0,0,0.0,0,0.0
Network 5,609954,GREGORY,  284 ,0,0.0,282,99.3,0,0.0,0,0.0,2,0.7,0,0.0,0,0.0,0,0.0,0,0.0
Network 5,609985,HEFFERAN,  224 ,2,0.9,213,95.1,0,0.0,0,0.0,9,4.0,0,0.0,0,0.0,0,0.0,0,0.0
Network 5,610271,JENSEN,  300 ,0,0.0,293,97.7,0,0.0,0,0.0,6,2.0,1,0.3,0,0.0,0,0.0,0,0.0
Network 5,609925,KELLMAN,  213 ,0,0.0,208,97.7,0,0.0,1,0.5,4,1.9,0,0.0,0,0.0,0,0.0,0,0.0
Network 5,610034,LAWNDALE,  216 ,1,0.5,209,96.8,0,0.0,0,0.0,6,2.8,0,0.0,0,0.0,0,0.0,0,0.0
Network 5,610044,LOWELL,  311 ,6,1.9,65,20.9,0,0.0,0,0.0,233,74.9,7,2.3,0,0.0,0,0.0,0,0.0
Network 5,610293,MELODY,  310 ,1,0.3,302,97.4,0,0.0,0,0.0,7,2.3,0,0.0,0,0.0,0,0.0,0,0.0
Network 5,610076,MOOS,  433 ,28,6.5,58,13.4,0,0.0,0,0.0,338,78.1,8,1.9,1,0.2,0,0.0,0,0.0
Network 5,610106,PICCOLO,  546 ,2,0.4,219,40.1,0,0.0,0,0.0,321,58.8,4,0.7,0,0.0,0,0.0,0,0.0
Network 5,610192,STOWE,  585 ,11,1.9,51,8.7,0,0.0,1,0.2,513,87.7,3,0.5,6,1.0,0,0.0,0,0.0
Network 5,610194,SUMNER,  218 ,1,0.5,212,97.2,0,0.0,0,0.0,4,1.8,1,0.5,0,0.0,0,0.0,0,0.0
Network 5,610202,TILTON,  253 ,2,0.8,232,91.7,0,0.0,0,0.0,19,7.5,0,0.0,0,0.0,0,0.0,0,0.0
Network 5,610133,WARD L,  286 ,1,0.3,248,86.7,0,0.0,0,0.0,35,12.2,1,0.4,0,0.0,1,0.3,0,0.0
Network 5,610221,WEBSTER,  222 ,0,0.0,220,99.1,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0
Network 5,610100,WEST PARK,  489 ,10,2.0,75,15.3,0,0.0,1,0.2,402,82.2,0,0.0,1,0.2,0,0.0,0,0.0
Network 5,610234,YATES,  302 ,15,5.0,75,24.8,0,0.0,1,0.3,206,68.2,3,1.0,2,0.7,0,0.0,0,0.0
Network 6,609812,BROWN W,  187 ,4,2.1,169,90.4,0,0.0,0,0.0,13,7.0,0,0.0,0,0.0,0,0.0,1,0.5
Network 6,609828,BURR,  489 ,202,41.3,53,10.8,0,0.0,1,0.2,173,35.4,33,6.8,27,5.5,0,0.0,0,0.0
Network 6,610060,Chicago World Language Academy,  445 ,59,13.3,117,26.3,0,0.0,1,0.2,148,33.3,26,5.8,93,20.9,0,0.0,1,0.2
Network 6,610252,DETT,  288 ,3,1.0,265,92.0,0,0.0,1,0.3,17,5.9,2,0.7,0,0.0,0,0.0,0,0.0
Network 6,609896,DRUMMOND,  312 ,140,44.9,27,8.7,0,0.0,0,0.0,85,27.2,43,13.8,16,5.1,0,0.0,1,0.3
Network 6,610009,GALILEO,  546 ,61,11.2,124,22.7,0,0.0,0,0.0,316,57.9,23,4.2,21,3.8,1,0.2,0,0.0
Network 6,609947,GRAHAM ES,  346 ,92,26.6,77,22.3,0,0.0,1,0.3,176,50.9,0,0.0,0,0.0,0,0.0,0,0.0
Network 6,609959,HAINES,  567 ,2,0.4,80,14.1,0,0.0,0,0.0,13,2.3,0,0.0,472,83.2,0,0.0,0,0.0
Network 6,609979,HEALY,"  1,269 ",62,4.9,19,1.5,0,0.0,3,0.2,199,15.7,13,1.0,970,76.4,3,0.2,0,0.0
Network 6,610121,IRVING,  297 ,8,2.7,242,81.5,0,0.0,1,0.3,42,14.1,3,1.0,1,0.3,0,0.0,0,0.0
Network 6,610029,LOZANO,  174 ,16,9.2,42,24.1,0,0.0,0,0.0,103,59.2,7,4.0,6,3.4,0,0.0,0,0.0
Network 6,610062,MCCLELLAN,  304 ,51,16.8,121,39.8,0,0.0,2,0.7,102,33.6,9,3.0,17,5.6,2,0.7,0,0.0
Network 6,610107,OTIS,  309 ,13,4.2,94,30.4,0,0.0,1,0.3,183,59.2,4,1.3,13,4.2,1,0.3,0,0.0
Network 6,610229,PRITZKER,  655 ,221,33.7,151,23.1,0,0.0,6,0.9,199,30.4,44,6.7,33,5.0,1,0.2,0,0.0
Network 6,610138,PULASKI,  832 ,262,31.5,10,1.2,0,0.0,4,0.5,482,57.9,40,4.8,31,3.7,0,0.0,3,0.4
Network 6,610308,RUDOLPH,  97 ,6,6.2,40,41.2,0,0.0,0,0.0,45,46.4,1,1.0,5,5.2,0,0.0,0,0.0
Network 6,610342,SABIN,  374 ,15,4.0,72,19.3,0,0.0,1,0.3,282,75.4,4,1.1,0,0.0,0,0.0,0,0.0
Network 6,610180,SMYTH,  388 ,1,0.3,367,94.6,0,0.0,0,0.0,15,3.9,5,1.3,0,0.0,0,0.0,0,0.0
Network 6,610405,SUDER,  436 ,95,21.8,223,51.1,0,0.0,1,0.2,72,16.5,19,4.4,13,3.0,5,1.1,8,1.8
Network 6,610197,TALCOTT,  444 ,34,7.7,32,7.2,0,0.0,2,0.5,367,82.7,7,1.6,2,0.5,0,0.0,0,0.0
Network 7,609867,COOPER,  457 ,3,0.7,9,2.0,0,0.0,1,0.2,443,96.9,0,0.0,1,0.2,0,0.0,0,0.0
Network 7,610254,DVORAK,  327 ,1,0.3,312,95.4,0,0.0,0,0.0,11,3.4,3,0.9,0,0.0,0,0.0,0,0.0
Network 7,609967,FINKL,  222 ,12,5.4,29,13.1,0,0.0,0,0.0,179,80.6,1,0.5,0,0.0,1,0.5,0,0.0
Network 7,609938,GARY,  808 ,3,0.4,4,0.5,0,0.0,3,0.4,797,98.6,0,0.0,1,0.1,0,0.0,0,0.0
Network 7,609966,HAMMOND,  252 ,1,0.4,25,9.9,0,0.0,0,0.0,223,88.5,2,0.8,1,0.4,0,0.0,0,0.0
Network 7,609991,HERZL,  418 ,1,0.2,398,95.2,0,0.0,1,0.2,17,4.1,1,0.2,0,0.0,0,0.0,0,0.0
Network 7,610005,HUGHES C,  198 ,0,0.0,185,93.4,0,0.0,0,0.0,11,5.6,0,0.0,0,0.0,2,1.0,0,0.0
Network 7,609920,KANOON,  439 ,0,0.0,5,1.1,0,0.0,0,0.0,434,98.9,0,0.0,0,0.0,0,0.0,0,0.0
Network 7,610215,MADERO,  265 ,0,0.0,2,0.8,0,0.0,0,0.0,263,99.2,0,0.0,0,0.0,0,0.0,0,0.0
Network 7,610056,MASON,  268 ,0,0.0,264,98.5,0,0.0,0,0.0,4,1.5,0,0.0,0,0.0,0,0.0,0,0.0
Network 7,610063,MCCORMICK,  478 ,8,1.7,1,0.2,0,0.0,0,0.0,466,97.5,1,0.2,0,0.0,0,0.0,2,0.4
Network 7,610329,OROZCO,  275 ,4,1.5,1,0.4,0,0.0,0,0.0,270,98.2,0,0.0,0,0.0,0,0.0,0,0.0
Network 7,610123,PENN,  221 ,0,0.0,206,93.2,0,0.0,1,0.5,13,5.9,0,0.0,0,0.0,0,0.0,1,0.5
Network 7,609872,PEREZ,  287 ,7,2.4,7,2.4,0,0.0,0,0.0,268,93.4,0,0.0,5,1.7,0,0.0,0,0.0
Network 7,610129,PICKARD,  318 ,12,3.8,11,3.5,0,0.0,0,0.0,295,92.8,0,0.0,0,0.0,0,0.0,0,0.0
Network 7,610013,PILSEN,  229 ,2,0.9,26,11.4,0,0.0,1,0.4,199,86.9,1,0.4,0,0.0,0,0.0,0,0.0
Network 7,610125,RUIZ,  447 ,7,1.6,12,2.7,0,0.0,0,0.0,423,94.6,2,0.5,2,0.4,1,0.2,0,0.0
Network 7,610017,SAUCEDO,  901 ,3,0.3,44,4.9,0,0.0,1,0.1,850,94.3,1,0.1,2,0.2,0,0.0,0,0.0
Network 7,610184,SPRY ES,  325 ,1,0.3,3,0.9,0,0.0,0,0.0,321,98.8,0,0.0,0,0.0,0,0.0,0,0.0
Network 7,609921,TELPOCHCALLI,  248 ,12,4.8,6,2.4,0,0.0,0,0.0,229,92.3,1,0.4,0,0.0,0,0.0,0,0.0
Network 7,610216,WALSH,  256 ,8,3.1,35,13.7,0,0.0,0,0.0,203,79.3,1,0.4,9,3.5,0,0.0,0,0.0
Network 7,610227,WHITNEY,  676 ,7,1.0,1,0.1,0,0.0,1,0.1,667,98.7,0,0.0,0,0.0,0,0.0,0,0.0
Network 7,610228,WHITTIER,  178 ,3,1.7,4,2.2,0,0.0,0,0.0,171,96.1,0,0.0,0,0.0,0,0.0,0,0.0
Network 8,610317,BRIGHTON PARK,  332 ,6,1.8,4,1.2,0,0.0,2,0.6,314,94.6,1,0.3,4,1.2,0,0.0,1,0.3
Network 8,609829,BURROUGHS,  380 ,10,2.6,13,3.4,0,0.0,1,0.3,347,91.3,1,0.3,7,1.8,0,0.0,1,0.3
Network 8,610353,CALMECA,  665 ,3,0.5,5,0.8,0,0.0,1,0.2,648,97.4,0,0.0,4,0.6,0,0.0,4,0.6
Network 8,609855,CHRISTOPHER,  331 ,11,3.3,42,12.7,0,0.0,0,0.0,277,83.7,0,0.0,0,0.0,1,0.3,0,0.0
Network 8,610239,DALEY,  510 ,1,0.2,44,8.6,0,0.0,2,0.4,461,90.4,2,0.4,0,0.0,0,0.0,0,0.0
Network 8,609876,DAVIS N,  528 ,13,2.5,15,2.8,0,0.0,1,0.2,494,93.6,0,0.0,5,0.9,0,0.0,0,0.0
Network 8,609885,DEWEY,  297 ,4,1.3,264,88.9,0,0.0,0,0.0,27,9.1,1,0.3,0,0.0,0,0.0,1,0.3
Network 8,609903,EDWARDS,"  1,300 ",18,1.4,20,1.5,0,0.0,4,0.3,1243,95.6,4,0.3,8,0.6,2,0.2,1,0.1
Network 8,610319,EVERGREEN,  228 ,8,3.5,10,4.4,0,0.0,1,0.4,201,88.2,2,0.9,6,2.6,0,0.0,0,0.0
Network 8,609929,FULTON,  325 ,2,0.6,108,33.2,0,0.0,2,0.6,213,65.5,0,0.0,0,0.0,0,0.0,0,0.0
Network 8,609952,GREENE,  310 ,9,2.9,5,1.6,0,0.0,0,0.0,280,90.3,2,0.7,10,3.2,0,0.0,4,1.3
Network 8,609964,HAMLINE,  557 ,5,0.9,41,7.4,0,0.0,1,0.2,505,90.7,3,0.5,2,0.4,0,0.0,0,0.0
