Network,School ID,Educational Unit,Total,White No,White Pct,African American No,African American Pct,"Asian/
Pacific Islander No","Asian/
Pacific Islander Pct","Native American/
Alaskan No","Native American/
Alaskan Pct",Hispanic No,Hispanic Pct,Mulit-Racial No,Mulit-Racial Pct,Asian No,Asian Pct,"Hawaiian/
Pacific Islander No","Hawaiian/
Pacific Islander Pct","Not 
Available No","Not 
Available Pct"
Network 8,609983,HEDGES,  493 ,8,1.6,9,1.8,0,0.0,0,0.0,476,96.6,0,0.0,0,0.0,0,0.0,0,0.0
Network 8,609986,HENDERSON,  188 ,2,1.1,141,75.0,0,0.0,0,0.0,43,22.9,0,0.0,0,0.0,2,1.1,0,0.0
Network 8,609997,HOLMES,  128 ,0,0.0,116,90.6,0,0.0,0,0.0,12,9.4,0,0.0,0,0.0,0,0.0,0,0.0
Network 8,610037,LIBBY,  285 ,3,1.1,187,65.6,0,0.0,0,0.0,92,32.3,2,0.7,1,0.4,0,0.0,0,0.0
Network 8,610096,NIGHTINGALE,"  1,054 ",6,0.6,4,0.4,0,0.0,8,0.8,1026,97.3,1,0.1,0,0.0,0,0.0,9,0.9
Network 8,610117,PASTEUR,  579 ,5,0.9,4,0.7,0,0.0,1,0.2,565,97.6,3,0.5,1,0.2,0,0.0,0,0.0
Network 8,610157,SAWYER,"  1,103 ",19,1.7,0,0.0,0,0.0,3,0.3,1078,97.7,1,0.1,1,0.1,0,0.0,1,0.1
Network 8,610167,SEWARD,  484 ,3,0.6,6,1.2,0,0.0,3,0.6,471,97.3,1,0.2,0,0.0,0,0.0,0,0.0
Network 8,610172,SHERMAN,  262 ,2,0.8,219,83.6,0,0.0,0,0.0,40,15.3,0,0.0,1,0.4,0,0.0,0,0.0
Network 8,610174,SHIELDS,  485 ,10,2.1,6,1.2,0,0.0,0,0.0,469,96.7,0,0.0,0,0.0,0,0.0,0,0.0
Network 8,610589,SOR JUANA,  317 ,21,6.6,12,3.8,0,0.0,1,0.3,281,88.6,0,0.0,2,0.6,0,0.0,0,0.0
Network 8,610203,TONTI,  833 ,6,0.7,16,1.9,0,0.0,7,0.8,800,96.0,0,0.0,1,0.1,0,0.0,3,0.4
Network 9,609951,ARIEL,  403 ,0,0.0,388,96.3,0,0.0,1,0.2,13,3.2,1,0.3,0,0.0,0,0.0,0,0.0
Network 9,610246,BEASLEY,"  1,035 ",0,0.0,1001,96.7,0,0.0,4,0.4,17,1.6,5,0.5,0,0.0,2,0.2,6,0.6
Network 9,610237,BEETHOVEN,  294 ,0,0.0,287,97.6,0,0.0,1,0.3,5,1.7,1,0.3,0,0.0,0,0.0,0,0.0
Network 9,610590,BRONZEVILLE CLASSICAL,  327 ,22,6.7,233,71.3,0,0.0,0,0.0,16,4.9,25,7.7,31,9.5,0,0.0,0,0.0
Network 9,609819,BURKE,  269 ,1,0.4,255,94.8,0,0.0,0,0.0,8,3.0,5,1.9,0,0.0,0,0.0,0,0.0
Network 9,609837,CARNEGIE,  495 ,3,0.6,474,95.8,0,0.0,0,0.0,11,2.2,4,0.8,2,0.4,1,0.2,0,0.0
Network 9,609844,CARTER,  276 ,0,0.0,267,96.7,0,0.0,0,0.0,9,3.3,0,0.0,0,0.0,0,0.0,0,0.0
Network 9,609891,DOOLITTLE,  243 ,0,0.0,243,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Network 9,609894,DRAKE,  281 ,1,0.4,268,95.4,0,0.0,0,0.0,11,3.9,0,0.0,1,0.4,0,0.0,0,0.0
Network 9,609919,FISKE,  355 ,0,0.0,342,96.3,0,0.0,0,0.0,5,1.4,5,1.4,3,0.8,0,0.0,0,0.0
Network 9,609928,FULLER,  313 ,2,0.6,303,96.8,0,0.0,1,0.3,7,2.2,0,0.0,0,0.0,0,0.0,0,0.0
Network 9,609969,HARTE,  331 ,11,3.3,283,85.5,0,0.0,1,0.3,22,6.6,11,3.3,3,0.9,0,0.0,0,0.0
Network 9,609987,HENDRICKS,  195 ,1,0.5,177,90.8,0,0.0,0,0.0,16,8.2,0,0.0,0,0.0,0,0.0,1,0.5
Network 9,610030,KOZMINSKI,  250 ,3,1.2,229,91.6,0,0.0,2,0.8,11,4.4,2,0.8,2,0.8,1,0.4,0,0.0
Network 9,610276,MOLLISON,  298 ,0,0.0,293,98.3,0,0.0,1,0.3,1,0.3,1,0.3,0,0.0,0,0.0,2,0.7
Network 9,610090,MURRAY,  484 ,10,2.1,432,89.3,0,0.0,1,0.2,18,3.7,15,3.1,3,0.6,0,0.0,5,1.0
Network 9,610126,PERSHING,  485 ,5,1.0,463,95.5,0,0.0,0,0.0,7,1.4,3,0.6,6,1.2,1,0.2,0,0.0
Network 9,610142,RAY,  563 ,87,15.5,355,63.1,0,0.0,2,0.4,46,8.2,21,3.7,26,4.6,4,0.7,22,3.9
Network 9,610143,REAVIS,  281 ,0,0.0,272,96.8,0,0.0,0,0.0,6,2.1,2,0.7,1,0.4,0,0.0,0,0.0
Network 9,610256,ROBINSON,  106 ,1,0.9,102,96.2,0,0.0,0,0.0,2,1.9,1,0.9,0,0.0,0,0.0,0,0.0
Network 9,610175,SHOESMITH,  310 ,6,1.9,282,91.0,0,0.0,0,0.0,18,5.8,3,1.0,0,0.0,1,0.3,0,0.0
Network 9,610065,TILL,  313 ,2,0.6,304,97.1,0,0.0,0,0.0,6,1.9,1,0.3,0,0.0,0,0.0,0,0.0
Network 9,610213,WADSWORTH,  465 ,0,0.0,442,95.1,0,0.0,0,0.0,19,4.1,4,0.9,0,0.0,0,0.0,0,0.0
Network 9,610110,WELLS ES,  313 ,0,0.0,275,87.9,0,0.0,1,0.3,12,3.8,0,0.0,0,0.0,0,0.0,25,8.0
Network 9,609977,WOODLAWN,  174 ,0,0.0,173,99.4,0,0.0,0,0.0,1,0.6,0,0.0,0,0.0,0,0.0,0,0.0
Network 9,610345,WOODSON,  288 ,0,0.0,280,97.2,0,0.0,0,0.0,5,1.7,2,0.7,1,0.3,0,0.0,0,0.0
Network 10,610287,ASHBURN,  342 ,3,0.9,278,81.3,0,0.0,2,0.6,57,16.7,2,0.6,0,0.0,0,0.0,0,0.0
Network 10,609788,BARNARD,  262 ,6,2.3,239,91.2,0,0.0,0,0.0,11,4.2,5,1.9,1,0.4,0,0.0,0,0.0
Network 10,610087,BLAIR,  218 ,35,16.1,14,6.4,0,0.0,0,0.0,166,76.1,1,0.5,1,0.5,1,0.5,0,0.0
Network 10,609832,BYRNE,  613 ,172,28.1,13,2.1,0,0.0,1,0.2,420,68.5,6,1.0,0,0.0,1,0.2,0,0.0
Network 10,609839,CARROLL,  385 ,7,1.8,334,86.8,0,0.0,1,0.3,42,10.9,1,0.3,0,0.0,0,0.0,0,0.0
Network 10,610347,CLAREMONT,  419 ,5,1.2,329,78.5,0,0.0,1,0.2,76,18.1,2,0.5,0,0.0,3,0.7,3,0.7
Network 10,609861,CLISSOLD,  389 ,73,18.8,266,68.4,0,0.0,1,0.3,33,8.5,11,2.8,3,0.8,0,0.0,2,0.5
Network 10,609879,DAWES,"  1,000 ",11,1.1,150,15.0,0,0.0,2,0.2,831,83.1,4,0.4,0,0.0,1,0.1,1,0.1
Network 10,609893,DORE,  719 ,169,23.5,16,2.2,0,0.0,1,0.1,516,71.8,7,1.0,8,1.1,2,0.3,0,0.0
Network 10,610352,DURKIN PARK,  679 ,32,4.7,76,11.2,0,0.0,1,0.1,562,82.8,8,1.2,0,0.0,0,0.0,0,0.0
Network 10,609898,EBERHART,"  1,123 ",9,0.8,45,4.0,0,0.0,4,0.4,1064,94.7,1,0.1,0,0.0,0,0.0,0,0.0
Network 10,609908,ESMOND,  274 ,1,0.4,267,97.4,0,0.0,0,0.0,6,2.2,0,0.0,0,0.0,0,0.0,0,0.0
Network 10,610057,FAIRFIELD,  517 ,0,0.0,108,20.9,0,0.0,1,0.2,405,78.3,3,0.6,0,0.0,0,0.0,0,0.0
Network 10,609956,GRIMES,  393 ,34,8.7,12,3.1,0,0.0,0,0.0,343,87.3,4,1.0,0,0.0,0,0.0,0,0.0
Network 10,609960,HALE,  801 ,133,16.6,18,2.2,0,0.0,1,0.1,633,79.0,1,0.1,11,1.4,4,0.5,0,0.0
Network 10,609807,HAMPTON,  485 ,4,0.8,225,46.4,0,0.0,3,0.6,248,51.1,1,0.2,0,0.0,0,0.0,4,0.8
Network 10,609981,HEARST,  308 ,4,1.3,101,32.8,0,0.0,1,0.3,199,64.6,2,0.7,1,0.3,0,0.0,0,0.0
Network 10,610006,HURLEY,  732 ,4,0.5,5,0.7,0,0.0,6,0.8,717,98.0,0,0.0,0,0.0,0,0.0,0,0.0
Network 10,610084,KELLER,  212 ,37,17.5,67,31.6,0,0.0,0,0.0,25,11.8,10,4.7,71,33.5,0,0.0,2,0.9
Network 10,610016,KELLOGG,  278 ,18,6.5,244,87.8,0,0.0,1,0.4,11,4.0,3,1.1,1,0.4,0,0.0,0,0.0
Network 10,610053,MARQUETTE,  981 ,19,1.9,283,28.8,0,0.0,2,0.2,676,68.9,1,0.1,0,0.0,0,0.0,0,0.0
Network 10,610067,MCKAY,  651 ,10,1.5,460,70.7,0,0.0,3,0.5,175,26.9,2,0.3,0,0.0,1,0.2,0,0.0
Network 10,610077,MORRILL,  481 ,2,0.4,160,33.3,0,0.0,0,0.0,319,66.3,0,0.0,0,0.0,0,0.0,0,0.0
Network 10,610109,OWEN,  267 ,0,0.0,262,98.1,0,0.0,0,0.0,3,1.1,2,0.8,0,0.0,0,0.0,0,0.0
Network 10,610588,RICHARDSON,  977 ,14,1.4,8,0.8,0,0.0,1,0.1,950,97.2,3,0.3,1,0.1,0,0.0,0,0.0
Network 10,610185,STEVENSON,"  1,086 ",30,2.8,53,4.9,0,0.0,4,0.4,986,90.8,6,0.6,7,0.6,0,0.0,0,0.0
Network 10,610195,SUTHERLAND,  606 ,187,30.9,328,54.1,0,0.0,1,0.2,68,11.2,20,3.3,2,0.3,0,0.0,0,0.0
Network 10,610206,TWAIN,  954 ,85,8.9,13,1.4,0,0.0,2,0.2,842,88.3,1,0.1,10,1.0,1,0.1,0,0.0
Network 10,610207,VANDERPOEL,  255 ,1,0.4,250,98.0,0,0.0,0,0.0,3,1.2,1,0.4,0,0.0,0,0.0,0,0.0
Network 10,609871,VICK,  274 ,108,39.4,40,14.6,0,0.0,0,0.0,119,43.4,7,2.6,0,0.0,0,0.0,0,0.0
Network 11,609790,BARTON,  309 ,0,0.0,281,90.9,0,0.0,0,0.0,25,8.1,3,1.0,0,0.0,0,0.0,0,0.0
Network 11,609791,BASS,  379 ,1,0.3,369,97.4,0,0.0,0,0.0,9,2.4,0,0.0,0,0.0,0,0.0,0,0.0
Network 11,610238,BOND,  231 ,1,0.4,220,95.2,0,0.0,1,0.4,9,3.9,0,0.0,0,0.0,0,0.0,0,0.0
Network 11,609864,COOK,  298 ,2,0.7,283,95.0,0,0.0,0,0.0,12,4.0,1,0.3,0,0.0,0,0.0,0,0.0
Network 11,610003,CUFFE,  225 ,0,0.0,223,99.1,0,0.0,0,0.0,2,0.9,0,0.0,0,0.0,0,0.0,0,0.0
Network 11,609897,EARLE,  269 ,0,0.0,203,75.5,0,0.0,0,0.0,29,10.8,4,1.5,0,0.0,0,0.0,33,12.3
Network 11,610362,EVERS,  213 ,0,0.0,205,96.2,0,0.0,0,0.0,7,3.3,1,0.5,0,0.0,0,0.0,0,0.0
Network 11,609924,FORT DEARBORN,  347 ,0,0.0,334,96.3,0,0.0,0,0.0,11,3.2,2,0.6,0,0.0,0,0.0,0,0.0
Network 11,609927,FOSTER PARK,  320 ,0,0.0,309,96.6,0,0.0,0,0.0,9,2.8,1,0.3,0,0.0,0,0.0,1,0.3
Network 11,610032,GREEN,  326 ,0,0.0,319,97.9,0,0.0,0,0.0,5,1.5,2,0.6,0,0.0,0,0.0,0,0.0
Network 11,609955,GRESHAM,  363 ,0,0.0,356,98.1,0,0.0,0,0.0,5,1.4,2,0.6,0,0.0,0,0.0,0,0.0
Network 11,609971,HARVARD,  377 ,0,0.0,370,98.1,0,0.0,0,0.0,6,1.6,0,0.0,1,0.3,0,0.0,0,0.0
Network 11,610369,JACKSON M,  295 ,3,1.0,282,95.6,0,0.0,0,0.0,6,2.0,0,0.0,0,0.0,0,0.0,4,1.4
Network 11,609805,JOPLIN,  379 ,0,0.0,352,92.9,0,0.0,0,0.0,26,6.9,1,0.3,0,0.0,0,0.0,0,0.0
Network 11,610019,KERSHAW,  247 ,0,0.0,241,97.6,0,0.0,0,0.0,6,2.4,0,0.0,0,0.0,0,0.0,0,0.0
Network 11,610299,KING ES,  245 ,0,0.0,236,96.3,0,0.0,0,0.0,6,2.4,3,1.2,0,0.0,0,0.0,0,0.0
Network 11,609869,LANGFORD,  174 ,0,0.0,162,93.1,0,0.0,0,0.0,12,6.9,0,0.0,0,0.0,0,0.0,0,0.0
Network 11,610290,MAYS,  257 ,0,0.0,250,97.3,0,0.0,0,0.0,6,2.3,1,0.4,0,0.0,0,0.0,0,0.0
Network 11,609793,NICHOLSON,  448 ,0,0.0,415,92.6,0,0.0,0,0.0,30,6.7,2,0.5,1,0.2,0,0.0,0,0.0
Network 11,610102,OGLESBY,  272 ,0,0.0,269,98.9,0,0.0,0,0.0,2,0.7,0,0.0,0,0.0,1,0.4,0,0.0
Network 11,610108,OTOOLE,  328 ,3,0.9,245,74.7,0,0.0,0,0.0,77,23.5,1,0.3,0,0.0,0,0.0,2,0.6
Network 11,610112,PARKER,  393 ,0,0.0,383,97.5,0,0.0,1,0.3,7,1.8,2,0.5,0,0.0,0,0.0,0,0.0
Network 11,609941,RANDOLPH,  354 ,1,0.3,314,88.7,0,0.0,0,0.0,39,11.0,0,0.0,0,0.0,0,0.0,0,0.0
Network 11,610153,RYDER,  364 ,1,0.3,353,97.0,0,0.0,1,0.3,9,2.5,0,0.0,0,0.0,0,0.0,0,0.0
Network 11,610339,STAGG,  372 ,0,0.0,341,91.7,0,0.0,1,0.3,25,6.7,1,0.3,4,1.1,0,0.0,0,0.0
Network 11,610223,WENTWORTH,  407 ,2,0.5,372,91.4,0,0.0,0,0.0,33,8.1,0,0.0,0,0.0,0,0.0,0,0.0
Network 11,610300,WESTCOTT,  423 ,2,0.5,406,96.0,0,0.0,1,0.2,10,2.4,0,0.0,0,0.0,0,0.0,4,0.9
Network 12,610268,ASHE,  320 ,0,0.0,315,98.4,0,0.0,0,0.0,4,1.3,0,0.0,0,0.0,1,0.3,0,0.0
Network 12,610350,BLACK,  386 ,0,0.0,380,98.4,0,0.0,0,0.0,6,1.6,0,0.0,0,0.0,0,0.0,0,0.0
Network 12,609815,BOUCHET,  597 ,0,0.0,586,98.2,0,0.0,2,0.3,8,1.3,1,0.2,0,0.0,0,0.0,0,0.0
Network 12,609806,BRADWELL,  448 ,3,0.7,437,97.5,0,0.0,0,0.0,6,1.3,2,0.5,0,0.0,0,0.0,0,0.0
Network 12,609813,BROWNELL,  168 ,0,0.0,167,99.4,0,0.0,0,0.0,1,0.6,0,0.0,0,0.0,0,0.0,0,0.0
Network 12,609827,BURNSIDE,  338 ,0,0.0,332,98.2,0,0.0,0,0.0,6,1.8,0,0.0,0,0.0,0,0.0,0,0.0
Network 12,609862,COLES,  304 ,2,0.7,291,95.7,0,0.0,0,0.0,10,3.3,1,0.3,0,0.0,0,0.0,0,0.0
Network 12,609883,DENEEN,  432 ,1,0.2,426,98.6,0,0.0,0,0.0,3,0.7,2,0.5,0,0.0,0,0.0,0,0.0
Network 12,609887,DIXON,  501 ,1,0.2,461,92.0,0,0.0,0,0.0,7,1.4,0,0.0,0,0.0,0,0.0,32,6.4
Network 12,610316,EARHART,  208 ,0,0.0,196,94.2,0,0.0,0,0.0,10,4.8,2,1.0,0,0.0,0,0.0,0,0.0
Network 12,609939,GILLESPIE,  401 ,2,0.5,383,95.5,0,0.0,0,0.0,16,4.0,0,0.0,0,0.0,0,0.0,0,0.0
Network 12,610002,HOYNE,  211 ,0,0.0,209,99.1,0,0.0,0,0.0,2,0.9,0,0.0,0,0.0,0,0.0,0,0.0
Network 12,610047,MADISON,  188 ,0,0.0,184,97.9,0,0.0,0,0.0,3,1.6,1,0.5,0,0.0,0,0.0,0,0.0
Network 12,610052,MANN,  293 ,3,1.0,283,96.6,0,0.0,0,0.0,6,2.0,1,0.3,0,0.0,0,0.0,0,0.0
Network 12,610066,MCDADE,  192 ,2,1.0,175,91.1,0,0.0,1,0.5,2,1.0,8,4.2,4,2.1,0,0.0,0,0.0
Network 12,610171,MIRELES,  453 ,2,0.4,243,53.6,0,0.0,4,0.9,201,44.4,3,0.7,0,0.0,0,0.0,0,0.0
Network 12,610093,NEIL,  264 ,2,0.8,237,89.8,0,0.0,0,0.0,10,3.8,1,0.4,1,0.4,0,0.0,13,4.9
Network 12,610193,NEW SULLIVAN,  405 ,9,2.2,312,77.0,0,0.0,1,0.2,78,19.3,4,1.0,0,0.0,1,0.2,0,0.0
Network 12,609961,NINOS HEROES,  325 ,0,0.0,276,84.9,0,0.0,1,0.3,48,14.8,0,0.0,0,0.0,0,0.0,0,0.0
Network 12,610115,PARK MANOR,  243 ,0,0.0,233,95.9,0,0.0,0,0.0,7,2.9,3,1.2,0,0.0,0,0.0,0,0.0
Network 12,610116,PARKSIDE,  241 ,0,0.0,232,96.3,0,0.0,0,0.0,6,2.5,1,0.4,0,0.0,0,0.0,2,0.8
Network 12,610130,PIRIE,  221 ,1,0.5,213,96.4,0,0.0,1,0.5,3,1.4,3,1.4,0,0.0,0,0.0,0,0.0
Network 12,610281,POWELL,  518 ,0,0.0,503,97.1,0,0.0,0,0.0,10,1.9,4,0.8,1,0.2,0,0.0,0,0.0
Network 12,610146,REVERE,  219 ,0,0.0,214,97.7,0,0.0,0,0.0,4,1.8,0,0.0,0,0.0,0,0.0,1,0.5
Network 12,610152,RUGGLES,  330 ,0,0.0,323,97.9,0,0.0,1,0.3,4,1.2,0,0.0,1,0.3,1,0.3,0,0.0
Network 12,610178,SCHMID,  189 ,1,0.5,181,95.8,0,0.0,0,0.0,6,3.2,0,0.0,0,0.0,0,0.0,1,0.5
Network 12,610530,SOUTH SHORE ES,  280 ,0,0.0,267,95.4,0,0.0,1,0.4,10,3.6,2,0.7,0,0.0,0,0.0,0,0.0
Network 12,610279,TANNER,  309 ,0,0.0,293,94.8,0,0.0,0,0.0,15,4.9,1,0.3,0,0.0,0,0.0,0,0.0
Network 12,610200,THORP J,  290 ,4,1.4,228,78.6,0,0.0,0,0.0,56,19.3,2,0.7,0,0.0,0,0.0,0,0.0
Network 12,610218,WARREN,  236 ,0,0.0,231,97.9,0,0.0,0,0.0,5,2.1,0,0.0,0,0.0,0,0.0,0,0.0
Network 12,610124,WASHINGTON H ES,  222 ,0,0.0,220,99.1,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0
Network 13,609848,ALDRIDGE,  217 ,0,0.0,216,99.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0
Network 13,609800,BENNETT,  272 ,2,0.7,263,96.7,0,0.0,0,0.0,2,0.7,4,1.5,0,0.0,1,0.4,0,0.0
Network 13,609811,BRIGHT,  244 ,3,1.2,151,61.9,0,0.0,0,0.0,90,36.9,0,0.0,0,0.0,0,0.0,0,0.0
Network 13,610091,BROWN R,  287 ,1,0.3,275,95.8,0,0.0,1,0.3,1,0.3,4,1.4,0,0.0,0,0.0,5,1.7
Network 13,609821,BURNHAM,  434 ,1,0.2,417,96.1,0,0.0,1,0.2,12,2.8,1,0.2,1,0.2,0,0.0,1,0.2
Network 13,609845,CARVER G,  426 ,0,0.0,415,97.4,0,0.0,0,0.0,8,1.9,1,0.2,0,0.0,0,0.0,2,0.5
Network 13,609856,CLAY,  575 ,31,5.4,93,16.2,0,0.0,3,0.5,429,74.6,14,2.4,2,0.3,0,0.0,3,0.5
Network 13,610199,COLEMON,  179 ,0,0.0,169,94.4,0,0.0,0,0.0,10,5.6,0,0.0,0,0.0,0,0.0,0,0.0
Network 13,610004,CULLEN,  177 ,1,0.6,173,97.7,0,0.0,0,0.0,3,1.7,0,0.0,0,0.0,0,0.0,0,0.0
Network 13,610364,DUBOIS,  198 ,1,0.5,184,92.9,0,0.0,0,0.0,11,5.6,0,0.0,0,0.0,0,0.0,2,1.0
Network 13,610188,DUNNE,  201 ,0,0.0,196,97.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,2,1.0,2,1.0
Network 13,609917,FERNWOOD,  299 ,0,0.0,291,97.3,0,0.0,0,0.0,7,2.3,1,0.3,0,0.0,0,0.0,0,0.0
Network 13,609935,GALLISTEL,  598 ,5,0.8,41,6.9,0,0.0,3,0.5,548,91.6,1,0.2,0,0.0,0,0.0,0,0.0
Network 13,610128,GARVEY,  257 ,0,0.0,250,97.3,0,0.0,0,0.0,5,1.9,2,0.8,0,0.0,0,0.0,0,0.0
Network 13,609944,GRISSOM,  278 ,33,11.9,26,9.4,0,0.0,0,0.0,217,78.1,1,0.4,1,0.4,0,0.0,0,0.0
Network 13,609808,HALEY,  459 ,1,0.2,437,95.2,0,0.0,0,0.0,20,4.4,0,0.0,0,0.0,1,0.2,0,0.0
Network 13,610295,HIGGINS,  251 ,1,0.4,236,94.0,0,0.0,0,0.0,13,5.2,1,0.4,0,0.0,0,0.0,0,0.0
Network 13,610368,HUGHES L,  461 ,2,0.4,436,94.6,0,0.0,1,0.2,18,3.9,3,0.7,0,0.0,1,0.2,0,0.0
Network 13,610208,LAVIZZO,  332 ,0,0.0,323,97.3,0,0.0,2,0.6,7,2.1,0,0.0,0,0.0,0,0.0,0,0.0
Network 13,609902,METCALFE,  334 ,1,0.3,324,97.0,0,0.0,0,0.0,9,2.7,0,0.0,0,0.0,0,0.0,0,0.0
Network 13,610086,MOUNT VERNON,  244 ,0,0.0,231,94.7,0,0.0,0,0.0,2,0.8,1,0.4,0,0.0,0,0.0,10,4.1
Network 13,609943,OWENS,  341 ,0,0.0,325,95.3,0,0.0,0,0.0,11,3.2,3,0.9,0,0.0,0,0.0,2,0.6
Network 13,610132,POE,  203 ,6,3.0,179,88.2,0,0.0,0,0.0,12,5.9,5,2.5,0,0.0,1,0.5,0,0.0
Network 13,610139,PULLMAN,  335 ,2,0.6,277,82.7,0,0.0,0,0.0,54,16.1,1,0.3,0,0.0,0,0.0,1,0.3
Network 13,610586,SADLOWSKI,  624 ,22,3.5,30,4.8,0,0.0,2,0.3,569,91.2,1,0.2,0,0.0,0,0.0,0,0.0
Network 13,610176,SHOOP,  437 ,0,0.0,423,96.8,0,0.0,2,0.5,9,2.1,3,0.7,0,0.0,0,0.0,0,0.0
Network 13,609978,SMITH,  277 ,2,0.7,271,97.8,0,0.0,0,0.0,4,1.4,0,0.0,0,0.0,0,0.0,0,0.0
Network 13,610198,TAYLOR,  349 ,21,6.0,34,9.7,0,0.0,0,0.0,294,84.2,0,0.0,0,0.0,0,0.0,0,0.0
Network 13,610219,WASHINGTON G ES,  642 ,28,4.4,9,1.4,0,0.0,1,0.2,600,93.5,1,0.2,3,0.5,0,0.0,0,0.0
Network 13,610225,WHISTLER,  284 ,1,0.4,276,97.2,0,0.0,0,0.0,3,1.1,4,1.4,0,0.0,0,0.0,0,0.0
Network 13,610315,WHITE,  113 ,0,0.0,107,94.7,0,0.0,0,0.0,3,2.7,0,0.0,0,0.0,0,0.0,3,2.7
Network 14,610402,DEVRY HS,  162 ,18,11.1,44,27.2,0,0.0,0,0.0,90,55.6,3,1.9,6,3.7,1,0.6,0,0.0
Network 14,610515,DISNEY II ES,  421 ,173,41.1,32,7.6,0,0.0,2,0.5,173,41.1,13,3.1,28,6.7,0,0.0,0,0.0
Network 14,610564,DISNEY II HS,  784 ,140,17.9,179,22.8,0,0.0,3,0.4,413,52.7,17,2.2,30,3.8,0,0.0,2,0.3
Network 14,609708,FOREMAN HS,  569 ,28,4.9,91,16.0,0,0.0,2,0.4,444,78.0,2,0.4,2,0.4,0,0.0,0,0.0
Network 14,609769,GRAHAM HS,  205 ,10,4.9,78,38.0,0,0.0,2,1.0,105,51.2,2,1.0,8,3.9,0,0.0,0,0.0
Network 14,609716,KELVYN PARK HS,  489 ,13,2.7,41,8.4,0,0.0,2,0.4,427,87.3,3,0.6,1,0.2,2,0.4,0,0.0
Network 14,609719,LAKE VIEW HS,"  1,443 ",137,9.5,191,13.2,0,0.0,7,0.5,1033,71.6,26,1.8,46,3.2,3,0.2,0,0.0
Network 14,609720,LANE TECH HS,"  4,386 ",1674,38.2,296,6.7,1,0.0,24,0.5,1549,35.3,137,3.1,471,10.7,31,0.7,203,4.6
Network 14,609738,LINCOLN PARK HS,"  2,066 ",668,32.3,435,21.1,0,0.0,7,0.3,650,31.5,91,4.4,202,9.8,3,0.1,10,0.5
Network 14,609780,MARINE LEADERSHIP AT AMES HS,  780 ,16,2.1,9,1.2,0,0.0,1,0.1,751,96.3,0,0.0,2,0.3,0,0.0,1,0.1
Network 14,609724,MATHER HS,"  1,725 ",225,13.0,277,16.1,0,0.0,12,0.7,804,46.6,25,1.5,376,21.8,6,0.3,0,0.0
Network 14,609744,NORTHSIDE LEARNING HS,  255 ,49,19.2,46,18.0,0,0.0,1,0.4,137,53.7,4,1.6,16,6.3,1,0.4,1,0.4
Network 14,609749,NORTHSIDE PREP HS,"  1,042 ",334,32.1,62,6.0,5,0.5,4,0.4,293,28.1,36,3.5,209,20.1,7,0.7,92,8.8
Network 14,609728,ROOSEVELT HS,"  1,010 ",49,4.9,128,12.7,0,0.0,7,0.7,742,73.5,5,0.5,73,7.2,6,0.6,0,0.0
Network 14,609729,SCHURZ HS,"  1,385 ",66,4.8,120,8.7,0,0.0,9,0.6,1144,82.6,14,1.0,27,1.9,5,0.4,0,0.0
Network 14,609730,SENN HS,"  1,524 ",248,16.3,394,25.9,0,0.0,8,0.5,616,40.4,30,2.0,223,14.6,3,0.2,2,0.1
Network 14,609732,STEINMETZ HS,"  1,148 ",53,4.6,209,18.2,0,0.0,4,0.3,845,73.6,9,0.8,22,1.9,4,0.3,2,0.2
Network 14,609733,SULLIVAN HS,  574 ,55,9.6,203,35.4,0,0.0,2,0.3,243,42.3,9,1.6,51,8.9,1,0.2,10,1.7
Network 14,609734,TAFT HS,"  4,110 ",1794,43.6,120,2.9,0,0.0,16,0.4,1730,42.1,73,1.8,295,7.2,30,0.7,52,1.3
Network 14,610394,UPLIFT HS,  86 ,7,8.1,49,57.0,0,0.0,1,1.2,17,19.8,0,0.0,12,14.0,0,0.0,0,0.0
Network 14,609766,VAUGHN HS,  211 ,36,17.1,48,22.7,0,0.0,0,0.0,122,57.8,1,0.5,3,1.4,1,0.5,0,0.0
Network 14,609737,VON STEUBEN HS,"  1,676 ",282,16.8,172,10.3,0,0.0,10,0.6,906,54.1,30,1.8,263,15.7,13,0.8,0,0.0
Network 15,610524,ALCOTT HS,  357 ,47,13.2,68,19.0,0,0.0,3,0.8,227,63.6,5,1.4,6,1.7,1,0.3,0,0.0
Network 15,610518,AUSTIN CCA HS,  159 ,1,0.6,151,95.0,0,0.0,0,0.0,6,3.8,1,0.6,0,0.0,0,0.0,0,0.0
Network 15,609759,CLEMENTE HS,  680 ,18,2.6,216,31.8,0,0.0,4,0.6,434,63.8,2,0.3,4,0.6,2,0.3,0,0.0
Network 15,610561,CRANE MEDICAL HS,  406 ,3,0.7,340,83.7,0,0.0,0,0.0,60,14.8,1,0.3,0,0.0,0,0.0,2,0.5
Network 15,609756,CURIE HS,"  3,060 ",43,1.4,345,11.3,0,0.0,12,0.4,2589,84.6,3,0.1,65,2.1,2,0.1,1,0.0
Network 15,610245,DOUGLASS HS,  44 ,0,0.0,39,88.6,0,0.0,0,0.0,5,11.4,0,0.0,0,0.0,0,0.0,0,0.0
