School ID,School Name,Network,Total,Bilingual N,Bilingual %,SpED N,SpED %,Economically Disadvantaged N,Economically Disadvantaged %
610047,James Madison Elementary School,Network 12,221.5,0.0,0.0,29.5,13.32,219.5,99.12
610048,George Manierre Elementary School,OS4,359.0,1.0,0.28,56.0,15.6,351.0,97.78
610051,Northwest Middle School,Network 3,617.0,157.0,25.43,60.5,9.86,604.5,98.0
610052,Horace Mann Elementary School,Network 12,405.5,3.5,0.88,67.5,16.62,395.0,97.44
610053,Marquette Elementary School,AUSL,,414.0,32.2,131.5,10.24,,98.4
610054,John L Marsh Elementary School,Network 13,873.0,247.5,28.34,106.5,12.19,808.5,92.62
610055,Michael Faraday Elementary School,Network 5,358.5,0.0,0.0,52.5,14.64,357.5,99.73
610056,Roswell B Mason Elementary School,Network 5,453.5,0.5,0.1,54.5,12.12,445.5,98.3
610057,Fairfield Elementary Academy,Network 10,593.5,238.0,40.15,58.5,9.82,589.0,99.26
610059,Oscar F Mayer Elementary School,Network 4,639.0,16.5,2.54,56.0,8.76,172.5,27.02
610060,Andrew Jackson Elementary Language Academy,Network 6,566.5,37.0,6.54,32.5,5.74,233.0,41.14
610062,George B McClellan Elementary School,Network 6,299.5,49.0,16.31,71.5,23.91,278.0,92.85
610063,Cyrus H McCormick Elementary School,Network 7,850.0,439.0,51.68,67.5,7.94,836.0,98.35
610065,Emmett Louis Till Math and Science Academy,Network 9,403.5,0.0,0.0,68.5,17.02,401.0,99.37
610066,James E McDade Elementary Classical School,Network 12,185.5,1.0,0.54,5.5,2.97,77.5,41.82
610067,Francis M McKay Elementary School,Network 10,876.0,54.5,6.22,109.5,12.5,859.0,98.06
610068,Hanson Park Elementary School,Network 3,,667.0,41.94,276.0,17.34,,97.9
610070,James B McPherson Elementary School,Network 2,804.5,175.5,21.78,178.5,22.19,713.5,88.64
610073,Ellen Mitchell Elementary School,Network 5,364.5,76.0,20.85,49.5,13.58,251.5,69.01
610074,James Monroe Elementary School,Network 4,982.0,324.0,31.72,96.5,9.5,962.0,97.74
610075,Moses Montefiore Special Elementary School,Network 6,42.0,2.0,3.45,42.0,100.0,41.0,97.22
610076,Bernhard Moos Elementary School,Network 5,499.0,154.0,30.86,58.0,11.62,485.5,97.3
610077,Donald Morrill Math & Science Elementary School,Network 10,830.5,285.0,34.32,84.0,10.12,676.5,81.35
610078,Inter-American Elementary Magnet School,Network 4,660.5,143.0,21.7,49.0,7.43,354.0,53.62
610081,Mark Sheridan Elementary Math & Science Academy,Network 6,551.0,46.0,8.33,37.0,6.72,308.5,55.98
610082,Mount Greenwood Elementary School,Network 10,999.0,0.5,0.04,107.5,10.44,247.5,24.02
610083,Daniel C Beard Elementary School,Network 1,159.0,67.5,42.16,134.0,84.18,84.0,52.28
610084,Annie Keller Elementary Gifted Magnet School,Network 10,246.5,1.5,0.61,14.0,5.68,47.0,19.08
610086,Mount Vernon Elementary School,Network 13,296.5,0.0,0.0,51.0,17.21,283.5,95.63
610087,Blair Early Childhood Center,Network 10,193.5,88.0,45.46,169.0,87.34,147.5,76.21
610088,Wolfgang A Mozart Elementary School,Network 4,814.5,332.5,40.72,85.5,10.52,801.0,98.34
610089,John B Murphy Elementary School,Network 1,595.5,203.5,34.17,86.5,14.53,493.0,82.81
610090,Phillip Murray Elementary Language Academy,Network 9,533.0,7.0,1.32,38.0,7.13,310.5,58.26
610091,Ronald Brown Elementary Community Academy,Network 13,302.0,0.0,0.0,46.5,15.43,291.0,96.36
610092,Henry H Nash Elementary School,Network 3,381.5,3.5,0.94,39.0,10.21,379.0,99.36
610093,Jane A Neil Elementary School,Network 12,323.0,5.5,1.72,133.5,41.36,296.0,91.8
610094,Louis Nettelhorst Elementary School,Network 4,818.5,96.5,11.77,81.5,9.96,225.0,27.48
610095,Walter L Newberry Math & Science Academy ES,Network 4,568.0,28.0,4.93,81.5,14.36,365.0,64.24
610096,Florence Nightingale Elementary School,Network 8,,685.5,50.7,158.5,11.76,,98.0
610097,William P Nixon Elementary School,Network 4,986.0,497.5,48.7,88.0,8.58,968.0,98.52
610098,Alfred Nobel Elementary School,Network 5,847.0,313.0,36.95,86.0,10.14,825.0,97.41
610099,Norwood Park Elementary School,Network 1,374.0,15.0,4.04,58.5,15.68,77.5,20.68
610100,West Park Elementary Academy,Network 5,638.0,186.5,29.22,71.0,11.14,630.0,98.76
610101,William B Ogden Elementary School,Network 6,841.0,96.0,11.4,71.0,8.44,153.5,18.21
610102,Richard J Oglesby Elementary School,Network 11,480.5,0.0,0.0,52.5,10.92,472.5,98.34
610103,Isabelle C O'Keeffe Elementary School,AUSL,632.0,0.5,0.08,63.0,9.97,617.5,97.69
610104,William J Onahan Elementary School,Network 1,661.0,76.5,11.57,78.5,11.88,258.5,39.13
610105,Oriole Park Elementary School,Network 1,675.0,50.5,7.47,66.5,9.84,154.5,22.82
610106,Brian Piccolo Elementary Specialty School,AUSL,537.5,90.0,16.77,72.0,13.41,531.5,98.9
610107,James Otis Elementary School,Network 6,615.5,201.0,32.7,132.0,21.46,589.0,95.7
610108,Luke O'Toole Elementary School,Network 11,443.0,5.0,1.12,49.5,11.12,432.5,97.72
610109,William Bishop Owen Scholastic Academy ES,Network 10,252.0,1.5,0.6,23.5,9.32,165.0,65.47
610110,Ida B Wells Preparatory Elementary Academy,Network 9,474.0,3.0,0.64,36.0,7.59,437.0,92.26
610111,John Palmer Elementary School,Network 1,898.0,295.5,32.92,98.5,10.98,776.0,86.43
610112,Francis W Parker Elementary Community Academy,Network 11,788.0,0.0,0.0,65.5,8.31,785.5,99.68
610115,Park Manor Elementary School,Network 12,369.5,0.0,0.0,25.0,6.78,369.0,99.86
610116,Parkside Elementary Community Academy,Network 12,305.5,0.0,0.0,37.5,12.25,303.5,99.36
610117,Louis Pasteur Elementary School,Network 8,,443.0,35.71,121.5,9.78,,94.52
610120,Ferdinand Peck Elementary School,Network 8,,777.0,47.79,135.0,8.3,,96.9
610121,Washington Irving Elementary School,Network 6,474.0,41.5,8.72,70.0,14.78,434.0,91.6
610122,Helen Peirce International Studies ES,Network 2,,185.0,17.84,86.0,8.29,738.5,71.21
610123,William Penn Elementary School,Network 5,392.0,31.5,8.03,111.0,28.3,364.5,92.98
610124,Harold Washington Elementary School,Network 12,475.0,0.0,0.0,70.0,14.82,459.5,96.77
610125,Irma C Ruiz Elementary School,Network 7,868.0,271.0,31.14,90.5,10.46,831.5,95.8
610126,John J Pershing Elementary Humanities Magnet,Network 9,484.5,6.5,1.34,57.5,11.87,377.0,77.6
610127,Mary Gage Peterson Elementary School,Network 1,874.0,221.5,25.32,87.5,10.0,691.5,79.11
610128,Marcus Moziah Garvey Elementary School,Network 13,293.0,0.0,0.0,32.0,10.92,288.0,98.29
610129,Josiah Pickard Elementary School,Network 7,599.0,277.0,46.2,84.0,14.04,591.0,98.66
610130,John T Pirie Fine Arts & Academic Center ES,Network 12,368.0,2.0,0.52,33.5,9.08,330.5,89.75
610131,Ambrose Plamondon Elementary School,Network 5,154.0,38.5,25.07,20.5,13.3,153.5,99.7
610132,Edgar Allan Poe Elementary Classical School,Network 13,196.5,0.0,0.0,7.5,3.82,84.5,43.0
610133,Laura S Ward Elementary School,Network 5,664.0,5.0,0.75,62.5,9.41,658.0,99.1
610135,Portage Park Elementary School,Network 1,,128.0,11.94,130.5,12.18,899.0,83.9
610136,William H Prescott Elementary School,Network 4,308.0,56.5,18.45,44.0,14.34,178.5,58.08
610137,Ernst Prussing Elementary School,Network 1,693.5,206.0,29.71,72.5,10.46,543.5,78.38
610138,Pulaski International School of Chicago,Network 6,903.5,185.5,20.54,68.5,7.57,742.0,82.13
610139,George M Pullman Elementary School,Network 13,270.0,16.0,6.04,27.5,10.16,260.5,96.44
610141,Ravenswood Elementary School,Network 2,517.5,77.0,14.88,57.0,11.02,249.5,48.24
610142,William H Ray Elementary School,Network 9,725.5,82.0,11.3,87.5,12.06,401.0,55.24
610143,William C Reavis Math & Science Specialty ES,OS4,275.0,1.0,0.33,38.0,13.7,268.0,97.54
610144,Frank W Reilly Elementary School,Network 4,,532.0,47.57,123.0,11.0,,96.1
610145,Peter A Reinberg Elementary School,Network 1,846.0,307.5,36.35,166.0,19.63,758.5,89.65
610146,Paul Revere Elementary School,Network 12,301.5,0.0,0.0,30.5,10.09,300.0,99.51
610147,Philip Rogers Elementary School,Network 2,756.5,263.5,34.81,92.5,12.22,622.0,82.21
610148,Cesar E Chavez Multicultural Academic Center ES,Network 8,953.0,476.5,50.0,99.5,10.44,939.5,98.58
610152,Martha Ruggles Elementary School,Network 12,409.5,0.0,0.0,49.0,11.96,404.5,98.78
610153,William H Ryder Math & Science Specialty ES,Network 11,393.0,1.0,0.26,93.0,23.68,379.5,96.52
610155,Sauganash Elementary School,Network 1,563.5,83.0,14.68,62.0,11.01,184.5,32.7
610157,Sidney Sawyer Elementary School,Network 8,,681.5,37.39,115.5,6.34,,97.78
610158,Harriet E Sayre Elementary Language Academy,Network 3,550.5,64.5,11.68,54.5,9.9,433.5,78.76
610159,Jonathan Y Scammon Elementary School,Network 1,911.5,385.0,42.16,86.0,9.43,870.0,95.43
610163,Frederick Stock Elementary School,Network 1,244.5,48.0,19.68,112.0,45.76,69.5,28.42
610165,Franz Peter Schubert Elementary School,Network 3,953.0,575.0,60.26,75.0,7.89,923.5,96.9
610167,William H Seward Communication Arts Academy ES,Network 8,833.0,363.0,43.54,76.5,9.2,829.5,99.58
610170,Columbia Explorers Elementary Academy,Network 8,,417.0,38.25,95.0,8.71,,97.98
610171,Arnold Mireles Elementary Academy,Network 12,726.0,192.0,26.38,71.0,9.76,712.5,98.15
610172,William T Sherman Elementary School,AUSL,375.5,2.0,0.54,31.0,8.24,373.0,99.34
610173,Jesse Sherwood Elementary School,Network 11,380.5,0.5,0.12,74.0,19.49,377.5,99.23
610174,James Shields Elementary School,Network 8,,501.5,47.58,89.5,8.49,,99.34
610175,Beulah Shoesmith Elementary School,Network 9,343.5,7.5,2.18,42.0,12.23,292.0,85.0
610176,John D Shoop Math-Science Technical Academy ES,Network 13,503.0,0.0,0.0,47.0,9.34,480.0,95.42
610177,Mark Skinner Elementary School,Network 6,934.5,43.5,4.62,57.5,6.18,242.5,25.91
610178,Theophilus Schmid Elementary School,Network 12,209.0,0.0,0.0,42.5,20.33,201.0,96.17
610179,Washington D Smyser Elementary School,Network 1,,217.0,21.42,77.0,7.6,811.0,80.1
610180,John M Smyth Elementary School,OS4,485.5,4.5,0.94,82.0,16.88,474.5,97.72
610182,Hannah G Solomon Elementary School,Network 1,357.5,104.0,29.09,73.5,20.56,218.5,61.12
610183,Spencer Technology Academy,Network 3,832.0,0.5,0.06,100.0,12.02,825.0,99.16
610184,John Spry Elementary Community School,Network 7,707.0,337.0,47.69,84.5,11.98,700.5,99.08
610185,Adlai E Stevenson Elementary School,Network 10,,465.0,36.63,173.5,13.66,,94.6
610188,Dunne Technology Academy,Network 13,270.0,0.0,0.0,29.0,10.73,253.5,93.96
610191,Stone Elementary Scholastic Academy,Network 2,631.5,95.5,15.13,66.5,10.52,333.5,52.81
610192,Harriet Beecher Stowe Elementary School,Network 5,783.5,313.0,39.92,122.5,15.64,769.0,98.16
610193,William K New Sullivan Elementary School,Network 12,501.5,48.5,9.67,94.0,18.74,496.0,98.9
610194,Charles Sumner  Math & Science Community Acad ES,Network 5,364.5,0.0,0.0,34.0,9.52,351.5,96.28
610195,Elizabeth H Sutherland Elementary School,Network 10,733.0,2.0,0.27,94.0,12.83,216.0,29.49
610196,George B Swift Elementary Specialty School,Network 2,707.0,321.0,45.39,72.5,10.24,623.0,88.14
610197,Mancel Talcott Elementary School,Network 6,537.5,205.5,38.21,96.5,17.95,445.5,82.88
610198,Douglas Taylor Elementary School,Network 13,559.5,208.5,37.32,64.0,11.46,550.0,98.32
610199,Johnnie Colemon Elementary Academy,Network 13,274.0,9.0,3.29,31.0,11.3,237.5,86.7
610200,James N Thorp Elementary School,Network 12,388.5,47.5,12.26,105.0,27.1,384.0,98.81
610201,Ole A Thorp Elementary Scholastic Academy,Network 1,842.5,86.0,10.2,87.0,10.33,442.5,52.53
610202,George W Tilton Elementary School,Network 5,412.5,0.0,0.0,43.5,10.59,409.0,99.2
610203,Enrico Tonti Elementary School,Network 8,,368.5,34.02,77.0,7.11,,96.58
610206,Mark Twain Elementary School,Network 10,,198.5,16.56,97.5,8.14,,87.94
610207,John H Vanderpoel Elementary Magnet School,Network 10,299.0,0.0,0.0,23.0,7.69,203.0,67.89
610208,Mildred I Lavizzo Elementary School,Network 13,397.0,0.5,0.12,44.5,11.24,387.0,97.48
610209,Alessandro Volta Elementary School,Network 1,,549.0,53.89,101.5,9.98,965.5,94.76
610212,Albany Park Multicultural Academy,Network 1,274.5,44.5,16.22,33.0,12.03,266.0,96.92
610213,James Wadsworth Elementary School,Network 9,536.0,0.5,0.09,56.5,10.58,513.0,95.64
610215,Francisco I Madero Middle School,Network 7,319.5,47.5,14.9,43.5,13.6,317.5,99.38
610216,John A Walsh Elementary School,Network 7,450.0,122.5,27.22,79.5,17.66,413.5,91.89
610217,James Ward Elementary School,Network 6,519.5,185.5,35.7,46.5,8.95,447.0,86.04
610218,Joseph Warren Elementary School,Network 12,321.5,1.5,0.48,31.5,9.81,306.5,95.4
610219,George Washington Elementary School,Network 13,851.0,83.5,9.82,75.5,8.88,672.5,79.02
610220,Thomas J Waters Elementary School,Network 2,647.5,87.0,13.4,53.0,8.2,295.0,45.53
610221,Daniel Webster Elementary School,Network 5,325.5,0.0,0.0,35.0,10.78,322.0,98.92
610223,Daniel S Wentworth Elementary School,Network 11,584.5,6.5,1.15,83.0,14.18,575.0,98.38
610225,John Whistler Elementary School,Network 13,312.5,0.5,0.17,44.5,14.32,298.5,95.43
610226,Socorro Sandoval Elementary School,Network 8,,531.0,46.62,77.5,6.8,,97.63
610227,Eli Whitney Elementary School,Network 7,,560.0,50.9,87.5,7.95,,98.23
610228,John Greenleaf Whittier Elementary School,Network 7,336.0,236.5,70.38,45.5,13.54,331.0,98.51
610229,A.N. Pritzker School,Network 6,712.0,50.0,7.03,70.5,9.9,388.0,54.52
610230,Wildwood Elementary School,Network 1,426.0,41.0,9.62,51.5,12.09,80.5,18.89
610231,National Teachers Elementary Academy,AUSL,605.5,10.5,1.7,73.5,12.16,541.0,89.38
610234,Richard Yates Elementary School,Network 5,638.0,200.0,31.12,169.0,26.52,621.5,97.42
610235,Ella Flagg Young Elementary School,Network 3,,53.0,5.04,128.5,12.18,,98.1
610237,Ludwig Van Beethoven Elementary School,Network 9,385.5,1.0,0.26,58.5,15.18,378.5,98.18
610238,Carrie Jacobs Bond Elementary School,Network 11,393.5,1.5,0.39,80.0,20.44,390.0,99.15
610239,Richard J Daley Elementary Academy,Network 8,677.0,310.5,45.92,57.5,8.53,674.5,99.64
610242,Joseph Brennemann Elementary School,Network 2,500.5,167.5,33.47,103.5,20.68,478.0,95.5
610244,Michele Clark Academic Prep Magnet High School,Network 3,505.0,0.0,0.0,64.0,12.68,498.0,98.61
610245,Frederick A Douglass Academy High School,Network 3,267.0,1.5,0.58,64.0,24.06,222.5,84.47
610246,Edward Beasley Elementary Magnet Academic Center,Network 9,,2.0,0.14,60.5,4.29,,80.72
610248,Chicago Academy Elementary School,AUSL,606.0,160.0,26.4,72.0,11.87,465.0,76.72
610249,Talman Elementary School,Network 8,430.5,190.5,44.27,64.0,14.89,402.0,93.34
610250,Rueben Salazar Elementary Bilingual Center,Network 6,389.5,150.0,38.61,63.0,16.27,317.0,81.46
610251,Willa Cather Elementary School,Network 5,415.5,0.0,0.0,59.0,14.18,409.0,98.48
610252,Robert Nathaniel Dett Elementary School,Network 6,451.0,6.0,1.32,124.0,27.5,436.5,96.86
610254,Dvorak Technology Academy,AUSL,509.5,0.0,0.0,62.5,12.2,508.5,99.79
610256,Jackie Robinson Elementary School,OS4,138.0,1.5,1.1,5.5,3.96,134.0,97.08
610257,Morton School of Excellence,AUSL,408.0,2.0,0.49,41.0,10.07,405.0,99.26
610263,John Foster Dulles Elementary School,AUSL,783.0,0.5,0.06,89.5,11.43,780.5,99.68
610268,Arthur R Ashe Elementary School,OS4,377.0,0.5,0.14,42.0,11.12,365.0,96.9
610269,John T McCutcheon Elementary School,Network 2,486.0,159.0,32.71,96.0,19.81,479.5,98.65
610271,Jensen Elementary Scholastic Academy,Network 5,490.0,4.0,0.82,52.5,10.7,440.0,90.0
610274,James Weldon Johnson Elementary School,AUSL,415.5,0.0,0.0,48.5,11.74,411.5,99.08
610276,Irvin C Mollison Elementary School,Network 9,485.5,1.5,0.3,45.0,9.25,387.0,79.94
610279,Henry O Tanner Elementary School,Network 12,403.0,0.0,0.0,68.0,16.88,352.0,87.35
610281,Adam Clayton Powell Paideia Community Academy ES,Network 12,569.5,18.5,3.24,65.0,11.42,546.0,95.87
610282,Ronald E McNair Elementary School,AUSL,383.5,13.0,3.39,84.0,21.9,376.0,98.04
610284,New Field Elementary School,Network 2,598.0,375.5,62.76,76.0,12.7,562.5,94.06
610287,Ashburn Community Elementary School,Network 10,465.5,33.0,7.06,77.5,16.64,412.5,88.62
610290,Benjamin E Mays Elementary Academy,Network 11,544.5,0.5,0.08,70.0,13.1,515.0,94.33
610291,Richard Henry Lee Elementary School,Network 10,881.5,275.0,31.2,100.0,11.34,847.5,96.14
610293,Genevieve Melody Elementary School,Network 5,613.0,0.5,0.08,57.0,9.29,584.0,95.24
610295,Thomas J Higgins Elementary Community Academy,Network 13,374.0,1.0,0.27,40.5,10.89,354.5,94.72
610297,High School of Leadership at South Shore,Network 12,134.0,0.0,0.0,25.0,18.66,133.0,99.25
610298,Lenart Elementary Regional Gifted Center,Network 11,296.0,3.5,1.2,10.0,3.36,103.5,35.04
610299,Dr. Martin L. King Jr Academy of Social Justice,Network 11,242.5,0.0,0.0,28.0,11.57,242.0,99.8
610300,Oliver S Westcott Elementary School,Network 11,400.5,3.0,0.75,50.5,12.6,393.5,98.26
610304,Phoenix Military Academy High School,Military,499.0,15.0,3.0,49.5,9.92,479.0,96.0
610305,George Leland Elementary School,Network 3,651.5,2.0,0.32,86.5,13.29,627.5,96.42
610308,Wilma Rudolph Elementary Learning Center,Network 6,109.5,45.0,41.11,99.0,90.41,92.5,84.48
610312,Mary E McDowell Elementary School,Network 12,189.5,0.0,0.0,13.0,6.86,175.0,92.36
610313,Jose De Diego Elementary Community Academy,Network 5,852.0,92.0,10.78,112.0,13.19,779.0,91.49
610315,Edward White Elementary Career Academy,Network 13,180.5,0.0,0.0,23.0,12.74,178.5,98.9
610316,Amelia Earhart Options for Knowledge ES,Network 12,255.0,0.0,0.0,22.0,8.64,191.5,75.1
610317,Brighton Park Elementary School,Network 8,559.5,207.5,36.96,53.5,9.55,552.0,98.66
610319,Evergreen Academy Middle School,Network 8,379.5,57.5,15.18,53.5,14.1,361.0,95.14
610321,Thurgood Marshall Middle School,Network 1,191.5,37.0,18.8,33.5,17.52,186.0,97.44
610323,Bowen High School,OS4,423.0,25.0,5.88,104.5,24.6,406.5,96.24
610325,Logandale Middle School,Network 4,870.0,307.5,35.3,91.5,10.54,837.5,96.28
610329,Orozco Fine Arts & Sciences Elementary School,Network 7,607.0,179.0,29.5,62.5,10.31,588.5,96.95
610334,Al Raby High School,OS4,500.5,7.5,1.5,122.5,24.48,434.5,87.09
610339,Amos Alonzo Stagg Elementary School,AUSL,573.5,1.5,0.26,80.0,13.93,562.5,98.08
610340,Chicago Academy High School,AUSL,522.0,28.5,5.46,92.0,17.62,443.0,84.86
610342,Albert R Sabin Elementary Magnet School,Network 5,615.0,109.0,17.73,63.5,10.31,557.0,90.56
610345,Carter G Woodson South Elementary School,Network 9,362.5,5.0,1.38,58.0,16.06,323.5,89.56
610347,Claremont Academy Elementary School,Network 10,490.0,19.5,3.96,88.0,17.95,486.0,99.17
610350,Robert A Black Magnet Elementary School,Network 12,471.5,1.5,0.32,30.5,6.47,397.5,84.31
610352,Durkin Park Elementary School,Network 10,613.5,210.0,34.28,72.5,11.81,563.5,91.8
610353,Calmeca Academy of Fine Arts and Dual Language,Network 8,809.0,435.0,53.77,95.0,11.74,783.0,96.78
610354,North River Elementary School,Network 1,382.0,198.5,51.87,65.5,17.2,356.0,93.18
610355,Mary E Courtenay Elementary Language Arts Center,Network 2,603.5,127.5,21.08,179.0,29.6,510.5,84.67
610357,Spry Community Links High School,Network 7,186.0,35.5,19.16,27.0,14.56,183.0,98.38
610362,Medgar Evers Elementary School,Network 11,380.0,0.0,0.0,55.5,14.6,272.0,72.26
610363,Walt Disney Magnet Elementary School,Network 2,,186.5,11.17,129.0,7.72,,64.26
610364,William E B Dubois Elementary School,Network 13,208.5,3.5,1.67,28.5,13.65,206.0,98.81
610366,Charles H Wacker Elementary School,Network 11,247.5,0.5,0.2,30.5,12.33,222.0,89.7
610367,Oscar DePriest Elementary School,Network 3,731.0,5.5,0.75,119.0,16.28,706.5,96.64
610368,Langston Hughes Elementary School,Network 13,577.5,0.5,0.09,119.5,20.8,564.0,97.7
610369,Mahalia Jackson Elementary School,Network 11,349.0,0.0,0.0,66.0,18.9,342.0,97.97
610380,Daniel Hale Williams Prep School of Medicine,Network 9,295.0,0.0,0.0,19.5,6.63,270.5,91.76
610381,Bronzeville Scholastic Academy High School,OS4,501.5,5.5,1.11,60.5,12.1,468.5,93.48
610383,Greater Lawndale High School For Social Justice,Network 7,341.0,55.5,16.32,45.5,13.39,330.0,96.79
610384,Infinity Math Science and Technology High School,Network 7,414.5,37.5,9.04,44.5,10.73,399.0,96.26
610385,Multicultural Academy of Scholarship,Network 7,278.0,61.5,22.14,53.5,19.25,273.5,98.38
610386,Peace & Education Coalition High School,Options,150.0,11.5,7.72,29.0,19.24,147.0,97.94
610389,Orr Academy High School,AUSL,552.5,17.5,3.18,122.5,22.12,442.0,82.19
610390,Hyman G Rickover Naval Academy High School,Military,530.0,13.5,2.48,44.0,8.3,456.5,86.1
610391,Robert Lindblom Math & Science Academy HS,Network 11,,11.5,0.98,56.0,4.8,795.5,68.26
610392,World Language Academy High School,Network 7,347.0,64.5,18.6,46.0,13.26,341.0,98.29
610394,Uplift Community High School,Network 2,340.0,18.5,5.44,82.0,24.2,324.5,95.46
610396,Tarkington School of Excellence ES,AUSL,,334.0,31.94,94.5,9.04,,96.84
610402,DeVry University Advantage Academy HS,Network 4,194.0,1.5,0.77,5.0,2.58,145.0,74.73
610405,Suder Montessori Magnet ES,Network 6,418.0,23.5,5.62,40.0,9.56,234.5,56.09
610499,Collins Academy High School,AUSL,401.5,1.5,0.38,77.5,19.27,393.5,97.98
610501,Austin Polytechnical Academy High School,Network 3,180.5,0.5,0.3,43.5,24.11,176.0,97.42
610502,Marine Military Math and Science Academy,Military,401.0,11.0,2.74,39.0,9.73,387.0,96.51
610503,Frazier Prospective IB Magnet ES,Network 5,278.5,0.0,0.0,29.5,10.58,255.5,91.7
610504,Velma F Thomas Early Childhood Center,Network 8,176.0,50.5,28.69,51.0,28.98,158.0,89.78
610506,TEAM Englewood Community Academy High School,Network 11,392.5,0.5,0.12,76.5,19.56,356.0,90.96
610513,Air Force Academy High School,Military,371.0,8.0,2.16,36.5,9.84,327.0,88.15
610515,Disney II Magnet School,Network 1,417.0,22.0,5.25,35.5,8.51,127.5,30.56
610518,VOISE Academy High School,Network 3,297.5,4.0,1.42,55.5,18.79,292.0,98.24
610520,LaSalle II Magnet Elementary School,Network 6,614.0,56.5,9.2,90.5,14.74,318.5,51.86
610521,Sir Miles Davis Magnet Elementary Academy,Network 11,318.0,1.0,0.32,31.5,9.91,306.5,96.4
610523,Edison Park Elementary School,Network 1,481.5,29.5,6.12,61.5,12.76,84.0,17.31
610524,Alcott High School for the Humanities,Network 4,277.5,15.0,5.42,76.0,27.34,223.0,80.36
610529,Ogden International High School,Network 6,768.0,46.0,6.0,93.5,12.16,365.0,47.56
610530,South Shore Fine Arts Academy,Network 12,494.5,1.5,0.3,87.0,17.59,440.0,88.99
610532,Irene C. Hernandez Middle School for the Advancem,Network 8,929.5,170.0,18.3,84.0,9.03,915.0,98.44
610533,Dr Jorge Prieto Math and Science,Network 3,,382.0,36.57,173.0,16.56,,96.65
610534,Skinner North,Network 4,393.0,1.5,0.41,18.0,4.55,74.0,18.9
610539,Marvin Camras Elementary School,Network 3,,359.0,35.32,120.0,11.8,930.5,91.52
610541,Federico Garcia Lorca Elementary School,Network 4,904.0,402.0,44.47,118.0,13.06,881.5,97.52
610542,West Ridge Elementary School,Network 2,745.5,319.0,42.79,67.5,9.05,677.0,90.82
610543,Eric Solorio Academy High School,AUSL,,137.0,12.74,139.5,12.98,,96.18
610544,Mariano Azuela Elementary School,Network 10,957.0,247.5,25.89,75.0,7.84,875.5,91.47
610547,South Shore Intl College Prep High School,Network 12,620.5,1.0,0.18,67.0,10.85,554.5,89.41
610548,STEM Magnet Academy,Network 6,363.0,54.5,14.86,17.5,4.84,167.5,46.4
610555,Banner Academy West,Options,298.5,0.5,0.17,51.5,17.26,285.0,95.47
610557,Pathways in Education,Options,304.0,8.5,2.82,42.0,13.84,248.0,81.72
610558,Sarah E. Goode STEM Academy,Network 10,553.5,20.5,3.74,80.5,14.38,482.0,87.04
610559,James Shields Middle School,Network 8,711.5,129.0,18.13,113.0,15.89,701.0,98.52
610561,Richard T Crane Medical Preparatory HS,Network 6,243.5,4.0,1.56,8.5,3.26,215.0,87.82
610563,Back of the Yards IB HS,Network 8,415.5,76.5,19.66,39.5,9.88,411.0,99.01
610564,Disney II Magnet High School,Network 1,370.0,9.0,2.53,30.5,8.01,233.0,62.82
610565,Excel Academy of Englewood,Options,299.5,0.0,0.0,57.5,19.44,282.5,94.26
610566,Magic Johnson Bridgescape Academy North Lawndale,Options,169.0,0.5,0.36,31.5,18.34,133.5,78.2
610567,Magic Johnson Bridgescape Academy South Shore,Options,200.0,0.0,0.0,31.0,15.5,183.0,91.5
610568,Pathways in Education Avondale,Options,234.0,17.0,7.16,41.5,16.62,215.0,91.16
610569,Ombudsman #1,Options,107.5,0.5,0.72,18.5,17.56,57.0,63.7
610570,Ombudsman #2,Options,167.0,7.0,4.19,31.0,18.56,165.0,98.8
610571,Ombudsman #3,Options,401.0,6.0,1.5,79.0,19.7,387.0,96.51
610572,Camelot Safe Academy Elementary,Options,24.0,0.0,0.0,4.0,14.82,24.0,100.0
610573,Camelot Safe Academy High School,Options,18.5,0.5,3.12,4.0,19.79,18.5,100.0
610574,Winnie Mandela High School,Options,132.5,1.0,0.77,11.0,8.75,124.5,93.55
610580,Magic Johnson Humboldt Park,Options,95.0,4.0,4.21,16.0,16.84,89.0,93.68
610582,Magic Johnson Englewood,Options,200.0,0.0,0.0,34.0,17.0,190.0,95.0
