School ID,School Name,School Network,School Year,Time Period,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification
610234,YATES,Network 5,2014-2015,S1,37.0,14,21,2,17,45.9,2,5.4,2,0.3,1.5,15,40.5,14,2.3,1.6,0,0,0,0
609772,ADDAMS,Network 13,2013-2014,S1,8.0,1,7,0,6,75,2,25,2,0.2,1.5,4,50,4,0.5,1,0,0,0,0
609773,AGASSIZ,Network 4,2013-2014,S1,31.0,9,21,1,10,32.3,7,22.6,6,1.3,1,3,9.7,2,0.4,3,0,0,0,0
610513,AIR FORCE HS,Military,2013-2014,S1,124.0,44,62,18,53,42.7,12,9.7,11,3.1,1,41,33.1,36,10.1,3.1,6,4.8,6,1.7
610212,ALBANY PARK,Network 1,2013-2014,S1,5.0,0,0,5,5,100,0,0,0,0,0,5,100,4,1.4,2.8,4,80,3,1.1
609774,ALCOTT ES,Network 4,2013-2014,S1,11.0,9,1,1,1,9.1,0,0,0,0,0,1,9.1,1,0.2,10,1,9.1,1,0.2
610524,ALCOTT HS,Network 4,2013-2014,S1,27.0,9,10,8,28,103.7,8,29.6,8,2.9,1.38,20,74.1,15,5.4,3.7,1,3.7,1,0.4
609848,ALDRIDGE,OS4,2013-2014,S1,49.0,11,33,5,35,71.4,2,4.1,2,0.8,1,33,67.3,22,8.9,2.27,2,4.1,2,0.8
400012,AMANDLA CHTR HS,Charter,2013-2014,S1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
609780,AMES,Network 4,2013-2014,S1,124.0,39,62,23,53,42.7,7,5.6,6,1.1,1.43,46,37.1,28,5.1,2.89,0,0,0,0
609695,AMUNDSEN HS,Network 2,2013-2014,S1,109.0,30,39,40,60,55,8,7.3,8,0.7,1.88,52,47.7,39,3.2,2.52,47,43.1,38,3.1
609951,ARIEL,Network 9,2013-2014,S1,21.0,4,11,6,11,52.4,3,14.3,3,0.5,1.67,8,38.1,7,1.3,3.25,0,0,0,0
609777,ARMOUR,Network 6,2013-2014,S1,5.0,0,5,0,5,100,5,100,3,0.9,1.4,0,0,0,0,0,0,0,0,0
609779,"ARMSTRONG, G",Network 2,2013-2014,S1,74.0,6,67,1,70,94.6,1,1.4,1,0.1,1,69,93.2,49,3.4,1.49,0,0,0,0
610287,ASHBURN,Network 10,2013-2014,S1,53.0,44,8,1,22,41.5,10,18.9,9,1.9,1.1,12,22.6,11,2.3,2.17,0,0,0,0
610268,ASHE,OS4,2013-2014,S1,42.0,6,32,4,33,78.6,0,0,0,0,0,33,78.6,24,6.2,3.03,3,7.1,2,0.5
609781,ATTUCKS,Network 9,2013-2014,S1,57.0,3,46,8,54,94.7,5,8.8,5,3,3,49,86,22,13.3,2.04,0,0,0,0
609782,AUDUBON,Network 4,2013-2014,S1,14.0,2,12,0,13,92.9,5,35.7,5,0.8,1,8,57.1,7,1.2,1.25,0,0,0,0
400018,AUSTIN BUS & ENTRP HS,Network 3,2013-2014,S1,977.0,729,220,28,866,88.6,680,69.6,145,83.8,1.12,186,19,84,48.5,2.48,2,0.2,1,0.6
610501,AUSTIN POLY HS,Network 3,2013-2014,S1,351.0,239,89,23,326,92.9,216,61.5,89,47.9,1.21,110,31.3,58,31.2,2.26,0,0,0,0
609786,AVALON PARK,Network 12,2013-2014,S1,2.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610544,AZUELA,Network 10,2013-2014,S1,49.0,3,45,1,16,32.7,1,2,1,0.1,1,15,30.6,15,1.6,1.07,0,0,0,0
610563,BACK OF THE YARDS HS,Network 8,2013-2014,S1,4.0,0,3,1,4,100,0,0,0,0,0,4,100,4,1.4,2.5,0,0,0,0
610555,BANNER ACADEMY WEST HS,Options,2013-2014,S1,121.0,99,21,1,13,10.7,1,0.8,1,0.4,2,12,9.9,11,4.1,3.42,0,0,0,0
609788,BARNARD,OS4,2013-2014,S1,111.0,55,53,3,35,31.5,17,15.3,12,4.1,1.12,18,16.2,7,2.4,1.61,0,0,0,0
609789,BARRY,Network 4,2013-2014,S1,20.0,8,10,2,18,90,6,30,6,0.7,1.17,12,60,9,1.1,1.58,0,0,0,0
609790,BARTON,Network 11,2013-2014,S1,271.0,32,234,5,261,96.3,38,14,30,5.2,1.21,223,82.3,110,19,1.44,1,0.4,1,0.2
609791,BASS,Network 11,2013-2014,S1,300.0,196,95,9,130,43.3,14,4.7,13,2.3,1.5,116,38.7,66,11.7,2.44,3,1,3,0.5
609792,BATEMAN,Network 1,2013-2014,S1,23.0,8,13,2,21,91.3,8,34.8,8,0.8,1.25,13,56.5,10,1,2.46,0,0,0,0
610083,BEARD,Network 1,2013-2014,S1,5.0,2,3,0,3,60,0,0,0,0,0,3,60,2,1.2,1.33,0,0,0,0
610246,BEASLEY,Network 9,2013-2014,S1,30.0,25,4,1,25,83.3,5,16.7,5,0.4,1,20,66.7,17,1.2,2.6,1,3.3,1,0.1
609796,BEAUBIEN,Network 1,2013-2014,S1,68.0,3,60,5,65,95.6,10,14.7,5,0.4,1.5,55,80.9,37,3.2,1.51,0,0,0,0
610237,BEETHOVEN,Network 9,2013-2014,S1,34.0,31,2,1,16,47.1,5,14.7,5,1.2,1.8,11,32.4,9,2.2,1.82,2,5.9,2,0.5
609797,BEIDLER,OS4,2013-2014,S1,45.0,4,38,3,40,88.9,0,0,0,0,0,40,88.9,37,8,2.3,1,2.2,1,0.2
609798,BELDING,Network 1,2013-2014,S1,63.0,9,52,2,40,63.5,3,4.8,3,0.5,1,37,58.7,26,4.3,1.51,0,0,0,0
609799,BELL,Network 4,2013-2014,S1,156.0,133,23,0,8,5.1,6,3.8,6,0.6,1,2,1.3,1,0.1,1.5,0,0,0,0
609922,BELMONT-CRAGIN,Network 3,2013-2014,S1,5.0,5,0,0,1,20,0,0,0,0,0,1,20,1,0.2,1,0,0,0,0
609800,BENNETT,Network 13,2013-2014,S1,27.0,11,4,12,17,63,2,7.4,2,0.5,5,15,55.6,14,3.3,2.4,1,3.7,1,0.2
610350,BLACK,Network 12,2013-2014,S1,36.0,5,28,3,35,97.2,8,22.2,8,1.7,1,27,75,19,4,1.67,0,0,0,0
609803,BLAINE,Network 4,2013-2014,S1,21.0,5,8,8,13,61.9,4,19,4,0.4,2,9,42.9,9,1,2.56,0,0,0,0
609698,BOGAN HS,OS4,2013-2014,S1,775.0,667,100,8,737,95.1,575,74.2,372,33.6,1.1,162,20.9,128,11.6,2.25,0,0,0,0
610238,BOND,Network 11,2013-2014,S1,141.0,21,112,8,119,84.4,1,0.7,1,0.2,1,118,83.7,59,14,2.11,14,9.9,7,1.7
609804,BOONE,Network 2,2013-2014,S1,27.0,3,21,3,29,107.4,19,70.4,14,1.8,1.21,10,37,8,1,1.6,0,0,0,0
609815,BOUCHET,Network 12,2013-2014,S1,40.0,1,39,0,44,110,4,10,4,0.6,1.75,40,100,36,5.4,2.1,3,7.5,3,0.4
610323,BOWEN HS,OS4,2013-2014,S1,1330.0,929,390,11,1401,105.3,870,65.4,268,63,1.21,531,39.9,217,51,2,25,1.9,23,5.4
609806,BRADWELL,AUSL,2013-2014,S1,118.0,11,94,13,99,83.9,0,0,0,0,0,99,83.9,71,8.7,2.75,2,1.7,2,0.2
610242,BRENNEMANN,Network 2,2013-2014,S1,48.0,19,27,2,40,83.3,0,0,0,0,0,40,83.3,30,6.1,2.83,0,0,0,0
609809,BRENTANO,OS4,2013-2014,S1,40.0,25,14,1,5,12.5,0,0,0,0,0,5,12.5,5,1.2,1.8,1,2.5,1,0.2
609810,BRIDGE,Network 1,2013-2014,S1,16.0,6,9,1,14,87.5,9,56.3,9,0.9,1.33,5,31.3,4,0.4,1.6,0,0,0,0
609811,BRIGHT,Network 13,2013-2014,S1,55.0,7,45,3,52,94.5,10,18.2,10,3.4,1.3,42,76.4,34,11.7,1.88,1,1.8,1,0.3
610317,BRIGHTON PARK,Network 8,2013-2014,S1,7.0,3,3,1,6,85.7,2,28.6,2,0.3,2,4,57.1,4,0.7,2.5,1,14.3,1,0.2
610381,BRONZEVILLE HS,OS4,2013-2014,S1,253.0,112,131,10,252,99.6,99,39.1,80,16.2,1.14,153,60.5,107,21.7,2.49,3,1.2,3,0.6
609726,BROOKS HS,Network 13,2013-2014,S1,28.0,13,9,6,14,50,0,0,0,0,0,14,50,13,1.7,4.43,3,10.7,3,0.4
610091,"BROWN, R",Network 13,2013-2014,S1,58.0,30,28,0,47,81,7,12.1,7,2.3,1.57,40,69,23,7.6,2.2,1,1.7,1,0.3
609812,"BROWN, W",OS4,2013-2014,S1,136.0,95,38,3,53,39,25,18.4,15,6.6,1.44,28,20.6,21,9.2,2.75,0,0,0,0
609813,BROWNELL,Network 12,2013-2014,S1,19.0,0,12,7,18,94.7,0,0,0,0,0,18,94.7,16,6.2,3,7,36.8,7,2.7
609830,BRUNSON,Network 3,2013-2014,S1,9.0,3,5,1,10,111.1,3,33.3,3,0.5,1.33,7,77.8,7,1.1,2.43,1,11.1,1,0.2
609817,BUDLONG,Network 2,2013-2014,S1,10.0,0,9,1,10,100,1,10,1,0.1,1,9,90,7,0.8,2.33,2,20,2,0.2
609818,BURBANK,Network 3,2013-2014,S1,15.0,4,10,1,14,93.3,3,20,3,0.3,1,11,73.3,8,0.8,2.09,1,6.7,1,0.1
609819,BURKE,OS4,2013-2014,S1,85.0,26,26,33,85,100,20,23.5,19,5.2,1.1,65,76.5,37,10.2,3.18,3,3.5,2,0.6
609820,BURLEY,Network 4,2013-2014,S1,4.0,2,2,0,1,25,0,0,0,0,0,1,25,1,0.2,2,0,0,0,0
609821,BURNHAM,Network 13,2013-2014,S1,28.0,3,20,5,21,75,1,3.6,1,0.2,1,20,71.4,20,3.5,1.05,0,0,0,0
609827,BURNSIDE,Network 12,2013-2014,S1,14.0,2,10,2,13,92.9,0,0,0,0,0,13,92.9,11,1.6,2.77,0,0,0,0
609828,BURR,Network 6,2013-2014,S1,8.0,1,7,0,8,100,0,0,0,0,0,8,100,4,1,1.75,0,0,0,0
609829,BURROUGHS,Network 8,2013-2014,S1,2.0,0,0,2,2,100,0,0,0,0,0,2,100,2,0.4,4,0,0,0,0
609832,BYRNE,Network 10,2013-2014,S1,18.0,9,9,0,9,50,7,38.9,7,1.1,1,2,11.1,2,0.3,2.5,0,0,0,0
609833,CALDWELL,Network 12,2013-2014,S1,3.0,0,3,0,3,100,0,0,0,0,0,3,100,3,1,2.33,0,0,0,0
610353,CALMECA,Network 8,2013-2014,S1,7.0,0,7,0,5,71.4,0,0,0,0,0,5,71.4,4,0.5,1.2,0,0,0,0
610572,CAMELOT SAFE ACADEMY ES,Options,2013-2014,S1,10.0,3,3,4,2,20,0,0,0,0,0,2,20,2,6.8,3,1,10,1,3.4
610573,CAMELOT SAFE ACADEMY HS,Options,2013-2014,S1,8.0,0,7,1,2,25,0,0,0,0,0,2,25,2,10.5,2.5,0,0,0,0
609835,CAMERON,Network 5,2013-2014,S1,70.0,10,43,17,77,110,12,17.1,12,1.5,1.08,65,92.9,49,6,2.29,4,5.7,3,0.4
610018,CANTER,Network 9,2013-2014,S1,7.0,4,2,1,5,71.4,0,0,0,0,0,5,71.4,3,3.2,1.2,0,0,0,0
609836,CANTY,Network 1,2013-2014,S1,5.0,3,2,0,2,40,2,40,2,0.2,1,0,0,0,0,0,0,0,0,0
610024,CARDENAS,Network 7,2013-2014,S1,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609837,CARNEGIE,OS4,2013-2014,S1,52.0,4,29,19,48,92.3,4,7.7,4,0.6,1,44,84.6,33,4.9,2.5,2,3.8,2,0.3
609839,CARROLL,Network 10,2013-2014,S1,56.0,3,43,10,46,82.1,7,12.5,7,1.3,1,39,69.6,28,5.2,2.56,2,3.6,1,0.2
609842,CARSON,Network 8,2013-2014,S1,253.0,211,36,6,22,8.7,12,4.7,12,1,1.17,10,4,7,0.6,3.6,7,2.8,7,0.6
609844,CARTER,AUSL,2013-2014,S1,167.0,29,126,12,115,68.9,4,2.4,4,0.9,2.5,111,66.5,66,14.9,1.73,5,3,4,0.9
609845,"CARVER , G",OS4,2013-2014,S1,54.0,52,2,0,25,46.3,1,1.9,1,0.2,3,24,44.4,18,3.5,3.54,7,13,6,1.2
609760,CARVER MILITARY,Military,2013-2014,S1,87.0,40,47,0,56,64.4,23,26.4,22,4.2,1.43,33,37.9,28,5.3,2.55,0,0,0,0
610021,CASALS,AUSL,2013-2014,S1,14.0,0,13,1,14,100,0,0,0,0,0,14,100,12,2.5,1.71,0,0,0,0
609849,CASSELL,Network 10,2013-2014,S1,17.0,1,16,0,17,100,2,11.8,1,0.3,1,15,88.2,9,2.5,1.13,0,0,0,0
609826,CASTELLANOS,Network 7,2013-2014,S1,28.0,17,9,2,10,35.7,4,14.3,4,0.7,2.5,6,21.4,6,1,1.67,0,0,0,0
400115,CATALYST CHTR - MARIA,Charter,2013-2014,S1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
610251,CATHER,Network 5,2013-2014,S1,138.0,78,58,2,44,31.9,1,0.7,1,0.2,1,43,31.2,30,6.7,1.53,0,0,0,0
609851,CHALMERS,AUSL,2013-2014,S1,159.0,32,112,15,109,68.6,0,0,0,0,0,109,68.6,69,17.3,3.08,2,1.3,2,0.5
609852,CHAPPELL,Network 2,2013-2014,S1,11.0,5,6,0,11,100,4,36.4,4,0.7,1,7,63.6,7,1.3,1.43,0,0,0,0
609853,CHASE,Network 4,2013-2014,S1,17.0,5,12,0,17,100,5,29.4,5,1,1,12,70.6,12,2.4,1.25,0,0,0,0
610148,CHAVEZ,Network 8,2013-2014,S1,44.0,7,34,3,44,100,24,54.5,13,1.4,1.54,20,45.5,13,1.4,2.45,1,2.3,1,0.1
610248,CHGO ACAD ES,AUSL,2013-2014,S1,22.0,8,13,1,22,100,9,40.9,8,1.3,1,13,59.1,11,1.8,1.46,0,0,0,0
610340,CHGO ACAD HS,AUSL,2013-2014,S1,55.0,10,45,0,53,96.4,4,7.3,4,0.8,1.5,49,89.1,35,6.8,1.84,0,0,0,0
609753,CHGO AGR HS,Network 10,2013-2014,S1,286.0,11,274,1,286,100,223,78,120,18.8,1,63,22,41,6.4,2.37,1,0.3,1,0.2
400022,CHGO ARTS CONTR HS,Contract,2013-2014,S1,77.0,50,16,11,37,48.1,1,1.3,1,0.2,2,36,46.8,31,5.4,3.61,2,2.6,2,0.3
400035,CHGO MATH & SCI ACAD CAMPUS HS,Charter,2013-2014,S1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
609754,CHGO MILITARY ACAD HS,Military,2013-2014,S1,533.0,316,195,22,388,72.8,208,39,114,28.6,1,180,33.8,116,29.1,1.97,2,0.4,2,0.5
400147,CHICAGO EXCEL CONTR ACAD,Contract,2013-2014,S1,12.0,3,7,2,8,66.7,0,0,0,0,0,8,66.7,6,1.8,4,1,8.3,1,0.3
400113,CHICAGO QUEST NORTH,Charter,2013-2014,S1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
400091,CHICAGO TECH ACADEMY,Contract,2013-2014,S1,145.0,97,39,9,105,72.4,58,40,42,11,1.16,47,32.4,42,11,2.96,1,0.7,1,0.3
609674,CHICAGO VOCATIONAL HS,OS4,2013-2014,S1,259.0,25,161,73,228,88,41,15.8,40,4.2,1.76,187,72.2,158,16.4,4.56,133,51.4,114,11.8
609854,CHOPIN,Network 5,2013-2014,S1,105.0,91,11,3,11,10.5,0,0,0,0,0,11,10.5,8,1.4,2.27,5,4.8,5,0.9
609855,CHRISTOPHER,Network 8,2013-2014,S1,10.0,3,7,0,5,50,2,20,2,0.6,1,3,30,3,0.8,1.33,0,0,0,0
400108,CICS - HAWKINS,Charter,2013-2014,S1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
400024,CICS-BASIL,Charter,2013-2014,S1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
400025,CICS-BUCKTOWN,Charter,2013-2014,S1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
400032,CICS-ELLISON,Charter,2013-2014,S1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
400033,CICS-LONGWOOD,Charter,2013-2014,S1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
400034,CICS-NORTHTOWN,Charter,2013-2014,S1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
610347,CLAREMONT,Network 10,2013-2014,S1,19.0,2,17,0,18,94.7,3,15.8,3,0.6,2,15,78.9,12,2.5,1.53,0,0,0,0
610244,CLARK HS,Network 3,2013-2014,S1,121.0,23,95,3,121,100,5,4.1,5,1,2.4,116,95.9,79,16.1,3.19,0,0,0,0
609795,"CLARK, G",Network 3,2013-2014,S1,48.0,27,20,1,14,29.2,1,2.1,1,0.4,1,13,27.1,12,4.2,1.77,0,0,0,0
609856,CLAY,Network 13,2013-2014,S1,3.0,1,2,0,3,100,2,66.7,2,0.4,2,1,33.3,1,0.2,2,0,0,0,0
609759,CLEMENTE HS,OS4,2013-2014,S1,538.0,363,135,40,208,38.7,0,0,0,0,0,208,38.7,123,17.9,3.12,16,3,15,2.2
609857,CLEVELAND,Network 1,2013-2014,S1,15.0,0,9,6,15,100,0,0,0,0,0,15,100,7,1,1.6,1,6.7,1,0.1
609859,CLINTON,Network 2,2013-2014,S1,8.0,3,4,1,8,100,3,37.5,3,0.3,1.67,5,62.5,5,0.4,2.2,0,0,0,0
609861,CLISSOLD,Network 10,2013-2014,S1,11.0,1,10,0,11,100,2,18.2,2,0.4,1,9,81.8,8,1.4,1.22,0,0,0,0
610199,COLEMON,Network 13,2013-2014,S1,49.0,40,9,0,14,28.6,0,0,0,0,0,14,28.6,12,4.3,1.79,0,0,0,0
609862,COLES,Network 12,2013-2014,S1,75.0,17,51,7,63,84,0,0,0,0,0,63,84,51,9.4,2.62,2,2.7,2,0.4
610499,COLLINS HS,AUSL,2013-2014,S1,404.0,265,121,18,269,66.6,149,36.9,91,24.8,1.13,120,29.7,82,22.4,2.71,11,2.7,11,3
610170,COLUMBIA EXPLORERS,Network 8,2013-2014,S1,22.0,14,6,2,22,100,5,22.7,5,0.5,1.8,17,77.3,17,1.6,2.47,1,4.5,1,0.1
609863,COLUMBUS,Network 5,2013-2014,S1,31.0,12,19,0,8,25.8,1,3.2,1,0.3,1,7,22.6,5,1.7,1,0,0,0,0
609864,COOK,Network 11,2013-2014,S1,83.0,42,32,9,70,84.3,12,14.5,9,2.1,1.75,58,69.9,45,10.4,2.86,2,2.4,2,0.5
609866,COONLEY,Network 2,2013-2014,S1,6.0,1,5,0,7,116.7,4,66.7,4,0.5,1.5,3,50,3,0.4,1.33,0,0,0,0
609867,COOPER,Network 7,2013-2014,S1,3.0,1,2,0,2,66.7,0,0,0,0,0,2,66.7,2,0.3,1,1,33.3,1,0.2
609870,CORKERY,Network 7,2013-2014,S1,23.0,9,12,2,9,39.1,0,0,0,0,0,9,39.1,7,1.2,2.56,1,4.3,1,0.2
609761,CORLISS HS,Network 13,2013-2014,S1,287.0,148,108,31,262,91.3,45,15.7,44,9.3,1.04,217,75.6,129,27.3,2.49,37,12.9,34,7.2
610355,COURTENAY,Network 2,2013-2014,S1,32.0,13,17,2,32,100,2,6.3,2,0.3,1,30,93.8,20,3.3,2.57,0,0,0,0
609702,CRANE HS,Network 6,2013-2014,S1,67.0,25,35,7,49,73.1,0,0,0,0,0,49,73.1,39,26.7,3.22,2,3,2,1.4
609873,CROWN,OS4,2013-2014,S1,59.0,23,30,6,55,93.2,20,33.9,19,5.6,1.4,35,59.3,25,7.3,1.43,1,1.7,1,0.3
610003,CUFFE,Network 11,2013-2014,S1,113.0,3,106,4,105,92.9,5,4.4,5,1.1,1,100,88.5,62,13.6,1.25,1,0.9,1,0.2
610004,CULLEN,Network 13,2013-2014,S1,47.0,35,12,0,34,72.3,0,0,0,0,0,34,72.3,24,9.1,1.65,0,0,0,0
609756,CURIE HS,Network 8,2013-2014,S1,2274.0,1421,785,68,1113,48.9,851,37.4,544,18.9,1.18,262,11.5,203,7.1,2.41,157,6.9,134,4.7
609900,CURTIS,AUSL,2013-2014,S1,103.0,11,75,17,104,101,4,3.9,4,0.6,1,100,97.1,65,10.4,2.34,3,2.9,3,0.5
610239,DALEY,Network 8,2013-2014,S1,126.0,47,72,7,72,57.1,32,25.4,29,4.2,1,40,31.7,19,2.7,1.35,0,0,0,0
609875,DARWIN,Network 4,2013-2014,S1,16.0,1,14,1,16,100,0,0,0,0,0,16,100,13,2.2,1.63,1,6.3,1,0.2
610521,"DAVIS, M",Network 11,2013-2014,S1,42.0,0,34,8,41,97.6,1,2.4,1,0.3,2,40,95.2,33,9.9,2.18,2,4.8,2,0.6
609876,"DAVIS, N",Network 8,2013-2014,S1,14.0,2,11,1,11,78.6,4,28.6,4,0.4,1.5,7,50,4,0.4,3.14,1,7.1,1,0.1
609879,DAWES,Network 10,2013-2014,S1,30.0,13,13,4,28,93.3,0,0,0,0,0,28,93.3,20,2,2.57,2,6.7,2,0.2
610367,DE PRIEST,Network 3,2013-2014,S1,54.0,14,38,2,27,50,1,1.9,1,0.1,2,26,48.1,23,3.2,2.31,1,1.9,1,0.1
609880,DECATUR,Network 2,2013-2014,S1,10.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609883,DENEEN,AUSL,2013-2014,S1,10.0,0,3,7,6,60,0,0,0,0,0,6,60,6,1,10,1,10,1,0.2
610252,DETT,Network 6,2013-2014,S1,15.0,6,9,0,8,53.3,0,0,0,0,0,8,53.3,8,1.7,2.38,1,6.7,1,0.2
609884,DEVER,Network 1,2013-2014,S1,96.0,21,72,3,25,26,4,4.2,4,0.5,1,21,21.9,16,1.9,1.19,2,2.1,2,0.2
610402,DEVRY HS,Network 4,2013-2014,S1,20.0,4,10,6,13,65,2,10,2,1,1,11,55,7,3.7,1.73,1,5,1,0.5
609885,DEWEY,AUSL,2013-2014,S1,15.0,10,3,2,8,53.3,1,6.7,1,0.3,2,7,46.7,6,1.7,3,0,0,0,0
610313,DIEGO,Network 5,2013-2014,S1,185.0,103,75,7,87,47,38,20.5,30,3.3,1.18,49,26.5,39,4.3,2.06,0,0,0,0
609874,DIRKSEN,Network 1,2013-2014,S1,31.0,7,23,1,28,90.3,9,29,9,1.1,1.44,19,61.3,12,1.5,2,0,0,0,0
610363,DISNEY,Network 2,2013-2014,S1,59.0,20,31,8,46,78,0,0,0,0,0,46,78,35,2.1,1.02,0,0,0,0
610564,DISNEY II MAGNET HS,Network 1,2013-2014,S1,8.0,3,5,0,4,50,0,0,0,0,0,4,50,3,1.2,2,0,0,0,0
609887,DIXON,Network 12,2013-2014,S1,36.0,7,23,6,30,83.3,2,5.6,2,0.3,3,28,77.8,26,4,2.71,0,0,0,0
609888,DODGE,AUSL,2013-2014,S1,154.0,126,27,1,121,78.6,15,9.7,15,6.3,1.4,106,68.8,71,29.6,1.8,0,0,0,0
609891,DOOLITTLE,Network 9,2013-2014,S1,78.0,22,53,3,38,48.7,2,2.6,2,0.7,3,36,46.2,25,8.3,1.86,0,0,0,0
609893,DORE,Network 10,2013-2014,S1,47.0,37,10,0,9,19.1,4,8.5,4,0.6,1,5,10.6,5,0.8,1.4,0,0,0,0
610245,DOUGLASS HS,Network 3,2013-2014,S1,1084.0,687,349,48,435,40.1,0,0,0,0,0,435,40.1,181,65.1,2.16,7,0.6,7,2.5
609894,DRAKE,Network 9,2013-2014,S1,53.0,19,24,10,48,90.6,4,7.5,4,0.8,3,44,83,36,7.1,2.84,3,5.7,3,0.6
609896,DRUMMOND,Network 6,2013-2014,S1,5.0,1,4,0,2,40,2,40,2,0.6,1,0,0,0,0,0,0,0,0,0
610364,DUBOIS,Network 13,2013-2014,S1,19.0,2,13,4,19,100,0,0,0,0,0,19,100,16,7.8,2.79,0,0,0,0
610263,DULLES,AUSL,2013-2014,S1,125.0,33,90,2,123,98.4,7,5.6,7,0.9,1,116,92.8,90,11.4,2.08,1,0.8,1,0.1
609676,DUNBAR HS,Network 9,2013-2014,S1,1408.0,941,437,30,1382,98.2,822,58.4,402,35.6,1.49,560,39.8,304,26.9,2.41,6,0.4,6,0.5
610188,DUNNE TECH ACAD,Network 13,2013-2014,S1,14.0,4,6,4,15,107.1,1,7.1,1,0.3,1,14,100,11,3.8,1.79,1,7.1,1,0.3
610352,DURKIN PARK,Network 10,2013-2014,S1,10.0,3,7,0,7,70,0,0,0,0,0,7,70,6,1,2.57,0,0,0,0
610254,DVORAK TECH ACAD,Network 5,2013-2014,S1,40.0,17,17,6,25,62.5,2,5,2,0.4,2,23,57.5,22,4.1,2.48,6,15,5,0.9
609736,DYETT HS,Network 9,2013-2014,S1,118.0,72,39,7,111,94.1,58,49.2,39,49.8,1.12,53,44.9,28,35.7,3.06,4,3.4,4,5.1
610316,EARHART,Network 12,2013-2014,S1,18.0,0,17,1,18,100,0,0,0,0,0,18,100,11,4.2,1.61,0,0,0,0
609897,EARLE,Network 11,2013-2014,S1,82.0,8,74,0,76,92.7,0,0,0,0,0,76,92.7,48,9,1.45,0,0,0,0
609898,EBERHART,Network 10,2013-2014,S1,97.0,50,32,15,94,96.9,32,33,19,1.2,2.63,62,63.9,39,2.4,3.11,1,1,1,0.1
609899,EBINGER,Network 1,2013-2014,S1,11.0,7,4,0,7,63.6,3,27.3,3,0.4,1,4,36.4,4,0.5,1.25,0,0,0,0
609901,EDGEBROOK,Network 1,2013-2014,S1,8.0,3,5,0,5,62.5,1,12.5,1,0.2,1,4,50,4,0.8,1,0,0,0,0
609794,"EDISON, T",Network 1,2013-2014,S1,1.0,0,0,1,1,100,0,0,0,0,0,1,100,1,0.4,5,0,0,0,0
609903,EDWARDS,Network 8,2013-2014,S1,286.0,158,111,17,69,24.1,27,9.4,26,1.7,1.33,42,14.7,29,1.9,2.55,4,1.4,4,0.3
609904,ELLINGTON,Network 3,2013-2014,S1,40.0,10,13,17,32,80,0,0,0,0,0,32,80,25,3.4,4.19,8,20,8,1.1
400094,EPIC CHTR HS,Charter,2013-2014,S1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
609907,ERICSON,OS4,2013-2014,S1,34.0,8,26,0,26,76.5,3,8.8,3,0.6,1.33,23,67.6,21,4.4,1.96,0,0,0,0
609908,ESMOND,OS4,2013-2014,S1,52.0,1,50,1,52,100,3,5.8,2,0.6,1.67,49,94.2,35,9.9,1.63,0,0,0,0
609909,EVERETT,Network 8,2013-2014,S1,135.0,119,14,2,11,8.1,1,0.7,1,0.4,1,10,7.4,8,3.2,1.4,0,0,0,0
610319,EVERGREEN,Network 8,2013-2014,S1,25.0,6,18,1,18,72,11,44,10,2.6,1.82,7,28,5,1.3,2.14,0,0,0,0
610362,EVERS,Network 11,2013-2014,S1,23.0,1,20,2,19,82.6,0,0,0,0,0,19,82.6,13,3.3,1.68,0,0,0,0
610057,FAIRFIELD,Network 10,2013-2014,S1,44.0,1,41,2,42,95.5,3,6.8,3,0.5,1.33,39,88.6,24,4.1,2.38,1,2.3,1,0.2
