Network,School ID,School Name,Total,Bilingual N,Bilingual %,SpED N,SpED %,Economically Disadvantaged N,Economically Disadvantaged %
Charter,400029,CICS - WASHINGTON PARK,  473 ,,,  51 ,10.8%,  402 ,85.0%
Charter,400030,CICS - WEST BELDEN,  543 ,  266 ,49.0%,  56 ,10.3%,  424 ,78.1%
Charter,400031,CICS - WRIGHTWOOD,  687 ,  3 ,0.4%,  69 ,10.0%,  447 ,65.1%
Charter,400094,EPIC HS,  499 ,  85 ,17.0%,  122 ,24.5%,  454 ,91.0%
Charter,400039,ERIE,  403 ,  175 ,43.4%,  74 ,18.4%,  312 ,77.4%
Charter,400009,GLOBAL CITIZENSHIP,  468 ,  168 ,35.9%,  64 ,13.7%,  292 ,62.4%
Charter,400168,GREAT LAKES,  496 ,  34 ,6.9%,  50 ,10.1%,  380 ,76.6%
Charter,400167,HORIZON - SOUTHWEST,  718 ,  212 ,29.5%,  80 ,11.1%,  641 ,89.3%
Charter,400104,INSTITUTO - HEALTH,  580 ,  247 ,42.6%,  119 ,20.5%,  535 ,92.2%
Charter,400162,INTRINSIC HS,"  1,039 ",  247 ,23.8%,  201 ,19.4%,  922 ,88.7%
Charter,400146,KIPP - ACADEMY,  584 ,,,  77 ,13.2%,  458 ,78.4%
Charter,400044,KIPP - ASCEND,  908 ,  9 ,1.0%,  101 ,11.1%,  757 ,83.4%
Charter,400163,KIPP - BLOOM,  801 ,  12 ,1.5%,  84 ,10.5%,  625 ,78.0%
Charter,400180,KIPP - ONE,"  1,025 ",  163 ,15.9%,  108 ,10.5%,  855 ,83.4%
Charter,400151,LEARN - 7,  166 ,  1 ,0.6%,  21 ,12.7%,  131 ,78.9%
Charter,400046,LEARN - BUTLER,  489 ,,,  38 ,7.8%,  415 ,84.9%
Charter,400047,LEARN - CAMPBELL,  384 ,  3 ,0.8%,  35 ,9.1%,  318 ,82.8%
Charter,400048,LEARN - EXCEL,  426 ,  5 ,1.2%,  32 ,7.5%,  344 ,80.8%
Charter,400165,LEARN - MIDDLE,  360 ,  4 ,1.1%,  58 ,16.1%,  326 ,90.6%
Charter,400111,LEARN - PERKINS,  478 ,,,  36 ,7.5%,  348 ,72.8%
Charter,400107,LEARN - SOUTH CHICAGO,  428 ,  33 ,7.7%,  38 ,8.9%,  333 ,77.8%
Charter,400049,LEGACY,  459 ,  1 ,0.2%,  65 ,14.2%,  369 ,80.4%
Charter,400119,LEGAL PREP HS,  263 ,  1 ,0.4%,  47 ,17.9%,  231 ,87.8%
Charter,400011,LOCKE A,  375 ,,,  50 ,13.3%,  308 ,82.1%
Charter,400116,MONTESSORI ENGLEWOOD,  330 ,  22 ,6.7%,  45 ,13.6%,  258 ,78.2%
Charter,400178,MOVING EVEREST,  701 ,  15 ,2.1%,  72 ,10.3%,  585 ,83.5%
Charter,400050,NAMASTE,  444 ,  245 ,55.2%,  87 ,19.6%,  319 ,71.9%
Charter,400058,NLCP - CHRISTIANA HS,  338 ,  3 ,0.9%,  69 ,20.4%,  315 ,93.2%
Charter,400059,NLCP - COLLINS HS,  477 ,  2 ,0.4%,  77 ,16.1%,  440 ,92.2%
Charter,400170,NOBLE - ACADEMY HS,  575 ,  76 ,13.2%,  88 ,15.3%,  409 ,71.1%
Charter,400157,NOBLE - BAKER HS,  254 ,  32 ,12.6%,  63 ,24.8%,  211 ,83.1%
Charter,400097,NOBLE - BULLS HS,"  1,172 ",  165 ,14.1%,  227 ,19.4%,"  1,036 ",88.4%
Charter,400156,NOBLE - BUTLER HS,  628 ,  13 ,2.1%,  128 ,20.4%,  533 ,84.9%
Charter,400052,NOBLE - COMER,"  1,102 ",  17 ,1.5%,  190 ,17.2%,  925 ,83.9%
Charter,400118,NOBLE - DRW HS,  318 ,  1 ,0.3%,  88 ,27.7%,  255 ,80.2%
Charter,400053,NOBLE - GOLDER HS,  671 ,  134 ,20.0%,  121 ,18.0%,  562 ,83.8%
Charter,400117,NOBLE - HANSBERRY HS,  492 ,  9 ,1.8%,  105 ,21.3%,  407 ,82.7%
Charter,400169,NOBLE - ITW SPEER HS,"  1,167 ",  268 ,23.0%,  193 ,16.5%,"  1,018 ",87.2%
Charter,400106,NOBLE - JOHNSON HS,  496 ,  8 ,1.6%,  124 ,25.0%,  416 ,83.9%
Charter,400179,NOBLE - MANSUETO HS,"  1,073 ",  321 ,29.9%,  181 ,16.9%,  943 ,87.9%
Charter,400098,NOBLE - MUCHIN HS,  963 ,  121 ,12.6%,  115 ,11.9%,  800 ,83.1%
Charter,400051,NOBLE - NOBLE HS,  675 ,  138 ,20.4%,  114 ,16.9%,  561 ,83.1%
Charter,400054,NOBLE - PRITZKER HS,  977 ,  235 ,24.1%,  126 ,12.9%,  901 ,92.2%
Charter,400055,NOBLE - RAUNER HS,  652 ,  112 ,17.2%,  104 ,16.0%,  487 ,74.7%
Charter,400056,NOBLE - ROWE CLARK HS,  383 ,  18 ,4.7%,  95 ,24.8%,  335 ,87.5%
Charter,400057,NOBLE - UIC HS,  920 ,  107 ,11.6%,  152 ,16.5%,  778 ,84.6%
Charter,400064,PERSPECTIVES - JOSLIN HS,  373 ,  3 ,0.8%,  75 ,20.1%,  318 ,85.3%
Charter,400061,PERSPECTIVES - LEADERSHIP HS,  583 ,  1 ,0.2%,  100 ,17.2%,  507 ,87.0%
Charter,400066,PERSPECTIVES - MATH & SCI HS,  403 ,  7 ,1.7%,  72 ,17.9%,  372 ,92.3%
Charter,400062,PERSPECTIVES - TECH HS,  324 ,  2 ,0.6%,  75 ,23.2%,  278 ,85.8%
Charter,400069,POLARIS,  404 ,  10 ,2.5%,  65 ,16.1%,  299 ,74.0%
Charter,400071,PROVIDENCE ENGLEWOOD,  432 ,  1 ,0.2%,  45 ,10.4%,  371 ,85.9%
Charter,400096,ROWE,  882 ,  233 ,26.4%,  104 ,11.8%,  648 ,73.5%
Charter,400075,U OF C - DONOGHUE,  485 ,  14 ,2.9%,  33 ,6.8%,  345 ,71.1%
Charter,400076,U OF C - NKO,  318 ,  3 ,0.9%,  17 ,5.4%,  188 ,59.1%
Charter,400077,U OF C - WOODLAWN HS,  637 ,  3 ,0.5%,  89 ,14.0%,  517 ,81.2%
Charter,400105,URBAN PREP - BRONZEVILLE HS,  324 ,  2 ,0.6%,  88 ,27.2%,  278 ,85.8%
Charter,400086,URBAN PREP - ENGLEWOOD HS,  188 ,  2 ,1.1%,  55 ,29.3%,  162 ,86.2%
Contract,400022,CHIARTS HS,  620 ,  18 ,2.9%,  50 ,8.1%,  314 ,50.7%
Contract,400091,CHICAGO TECH HS,  430 ,  17 ,4.0%,  98 ,22.8%,  384 ,89.3%
Contract,400043,HOPE LEARNING ACADEMY,  252 ,  9 ,3.6%,  99 ,39.3%,  181 ,71.8%
Contract,400068,PLATO,  209 ,,,  13 ,6.2%,  172 ,82.3%
Options,400147,CHICAGO EXCEL HS,  307 ,  1 ,0.3%,  53 ,17.3%,  251 ,81.8%
Options,610565,EXCEL ENGLEWOOD HS,  287 ,  5 ,1.7%,  57 ,19.9%,  229 ,79.8%
Options,400175,EXCEL SOUTH SHORE HS,  229 ,  11 ,4.8%,  37 ,16.2%,  158 ,69.0%
Options,400176,EXCEL SOUTHWEST HS,  153 ,  16 ,10.5%,  25 ,16.3%,  114 ,74.5%
Options,400164,INSTITUTO - JUSTICE HS,  125 ,  31 ,24.8%,  20 ,16.0%,  97 ,77.6%
Options,400137,LITTLE BLACK PEARL HS,  102 ,,,  25 ,24.5%,  84 ,82.4%
Options,610569,OMBUDSMAN - NORTHWEST HS,  200 ,  40 ,20.0%,  38 ,19.0%,  156 ,78.0%
Options,610593,OMBUDSMAN - ROSELAND HS,  158 ,  3 ,1.9%,  24 ,15.2%,  119 ,75.3%
Options,610570,OMBUDSMAN - SOUTH HS,  331 ,  41 ,12.4%,  52 ,15.7%,  280 ,84.6%
Options,610571,OMBUDSMAN - WEST HS,  191 ,  16 ,8.4%,  35 ,18.3%,  153 ,80.1%
Options,610557,PATHWAYS - ASHBURN HS,  324 ,  37 ,11.4%,  49 ,15.1%,  233 ,71.9%
Options,610568,PATHWAYS - AVONDALE HS,  303 ,  36 ,11.9%,  51 ,16.8%,  197 ,65.0%
Options,400173,PATHWAYS - BRIGHTON PARK HS,  392 ,  79 ,20.2%,  59 ,15.1%,  272 ,69.4%
Options,610594,PATHWAYS - HUMBOLDT PARK HS,  151 ,  20 ,13.3%,  31 ,20.5%,  108 ,71.5%
Options,610573,SAFE ACHIEVE HS,  2 ,,,  1 ,50.0%,  1 ,50.0%
Options,400134,YCCS - ADDAMS,  206 ,  16 ,7.8%,  24 ,11.7%,  159 ,77.2%
Options,400125,YCCS - ASPIRA PANTOJA,  178 ,  35 ,19.7%,  26 ,14.6%,  122 ,68.5%
Options,400126,YCCS - ASSOCIATION HOUSE,  98 ,  19 ,19.4%,  19 ,19.4%,  82 ,83.7%
Options,400127,YCCS - AUSTIN CAREER,  60 ,  1 ,1.7%,  10 ,16.7%,  51 ,85.0%
Options,400131,YCCS - CAMPOS,  135 ,  26 ,19.3%,  40 ,29.6%,  120 ,88.9%
Options,400128,YCCS - CCA ACADEMY,  143 ,  1 ,0.7%,  39 ,27.3%,  113 ,79.0%
Options,400150,YCCS - CHATHAM,  140 ,,,  28 ,20.0%,  112 ,80.0%
Options,400133,YCCS - INNOVATIONS,  429 ,  5 ,1.2%,  90 ,21.0%,  363 ,84.6%
Options,400135,YCCS - LATINO YOUTH,  180 ,  39 ,21.7%,  33 ,18.3%,  150 ,83.3%
Options,400124,YCCS - MCKINLEY,  147 ,  5 ,3.4%,  34 ,23.1%,  129 ,87.8%
Options,400136,YCCS - OLIVE HARVEY,  107 ,  6 ,5.6%,  12 ,11.2%,  78 ,72.9%
Options,400129,YCCS - PROGRESSIVE LEADERSHIP,  158 ,,,  46 ,29.1%,  127 ,80.4%
Options,400123,YCCS - SCHOLASTIC ACHIEVEMENT,  164 ,  1 ,0.6%,  29 ,17.7%,  129 ,78.7%
Options,400139,YCCS - SULLIVAN,  307 ,  5 ,1.6%,  51 ,16.6%,  280 ,91.2%
Options,400141,YCCS - TRUMAN,  202 ,  32 ,15.8%,  33 ,16.3%,  161 ,79.7%
Options,400144,YCCS - WEST,  111 ,  3 ,2.7%,  28 ,25.2%,  100 ,90.1%
Options,400143,YCCS - WEST TOWN,  120 ,  4 ,3.3%,  31 ,25.8%,  97 ,80.8%
Options,400145,YCCS - YOUTH CONNECTION,  130 ,  2 ,1.5%,  29 ,22.3%,  108 ,83.1%
Options,400130,YCCS - YOUTH DEVELOPMENT,  108 ,,,  31 ,28.7%,  81 ,75.0%
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"Note: ""Economically Disadvantaged Students"" come from families whose income is within 185 percent of the federal poverty line. The District formerly referred to these students as ""Free or Reduced Lunch Eligible Students,"" and adopted the new term after the federal government, under the Community Eligibility Provision, funded breakfasts and lunches for all students if more than 40 percent of students qualify. ",,,,,,,,,
"Note: ""Bilingual"" refers to the state defintions of students who are English learners.",,,,,,,,,
"There were 449 students enrolled in the Virtual Academy, however they are all attributed to their brick and mortar schools.",,,,,,,,,
